Rooms,Price,Area,Location,Price_m2
2,159900,72.0,Leiria,2220.83
1,179000,83.7,Porto,2138.59
2,695000,125.0,Lisboa,5560.0
2,355000,84.03,Porto,4224.68
3,1200000,185.0,Lisboa,6486.49
4,1650000,418.0,Porto,3947.37
0,160000,38.0,Porto,4210.53
2,138000,54.66,Setúbal,2524.7
2,255000,116.0,Porto,2198.28
2,675000,78.57,Lisboa,8591.07
2,327500,75.0,Setúbal,4366.67
2,180000,85.0,Aveiro,2117.65
2,220000,105.0,Ilha da Madeira,2095.24
4,770000,174.0,Lisboa,4425.29
2,312000,78.47,Porto,3976.04
0,299900,63.0,Lisboa,4760.32
3,260000,105.8,Porto,2457.47
1,162000,47.94,Aveiro,3379.22
3,252000,120.0,Setúbal,2100.0
3,465000,92.0,Porto,5054.35
2,195000,86.0,Braga,2267.44
5,770000,185.0,Lisboa,4162.16
2,350000,103.0,Porto,3398.06
2,280000,75.0,Porto,3733.33
2,895000,145.0,Faro,6172.41
2,595000,104.0,Ilha da Madeira,5721.15
1,210000,65.0,Faro,3230.77
3,540000,125.86,Porto,4290.48
2,174900,75.0,Setúbal,2332.0
1,172500,55.48,Braga,3109.23
2,249000,111.0,Braga,2243.24
3,1260000,190.52,Lisboa,6613.48
2,191900,87.8,Porto,2185.65
3,435000,161.0,Porto,2701.86
1,345000,37.0,Lisboa,9324.32
1,182500,49.0,Porto,3724.49
3,352900,110.0,Lisboa,3208.18
2,285000,188.0,Porto,1515.96
2,495000,98.3,Porto,5035.61
3,310000,130.28,Setúbal,2379.49
1,280000,70.0,Lisboa,4000.0
2,685000,75.35,Faro,9090.91
3,435000,136.0,Lisboa,3198.53
3,180000,83.0,Porto,2168.67
3,235000,115.0,Braga,2043.48
3,289300,124.0,Porto,2333.06
4,2015000,347.92,Lisboa,5791.56
2,249900,91.0,Porto,2746.15
4,1030000,158.8,Porto,6486.15
3,320000,137.5,Setúbal,2327.27
3,330000,103.0,Faro,3203.88
3,305000,158.0,Porto,1930.38
2,175000,90.0,Setúbal,1944.44
2,330000,56.7,Setúbal,5820.11
3,450000,89.0,Lisboa,5056.18
3,567500,139.0,Porto,4082.73
3,190000,110.0,Leiria,1727.27
2,985000,116.0,Lisboa,8491.38
1,325000,45.65,Setúbal,7119.39
3,330000,114.43,Porto,2883.86
2,450000,99.4,Faro,4527.16
3,370000,125.0,Setúbal,2960.0
3,360000,145.0,Porto,2482.76
3,275000,160.0,Santarém,1718.75
2,260000,67.0,Lisboa,3880.6
3,310000,107.0,Braga,2897.2
3,367500,113.85,Porto,3227.93
2,275000,72.8,Coimbra,3777.47
3,550000,140.0,Faro,3928.57
2,345000,106.0,Porto,3254.72
2,183900,86.95,Porto,2115.01
1,460000,54.0,Porto,8518.52
3,399900,101.0,Ilha de São Miguel,3959.41
1,159000,52.0,Porto,3057.69
2,690000,113.34,Lisboa,6087.88
5,635000,261.0,Porto,2432.95
1,345000,63.0,Setúbal,5476.19
3,380000,130.0,Braga,2923.08
1,215000,77.9,Aveiro,2759.95
4,535000,208.8,Porto,2562.26
2,750000,108.0,Porto,6944.44
3,380000,112.45,Setúbal,3379.28
1,118500,35.0,Setúbal,3385.71
1,221500,61.01,Braga,3630.55
1,230000,60.0,Porto,3833.33
1,164900,55.0,Lisboa,2998.18
1,275000,62.0,Porto,4435.48
1,172500,81.0,Braga,2129.63
3,1200000,142.0,Lisboa,8450.7
3,314000,143.0,Porto,2195.8
3,576030,120.54,Porto,4778.75
3,229900,123.0,Porto,1869.11
4,970000,231.4,Lisboa,4191.88
1,230000,62.0,Viseu,3709.68
3,280000,97.3,Aveiro,2877.7
2,149000,89.0,Porto,1674.16
3,272000,136.54,Viana do Castelo,1992.09
3,420000,128.1,Braga,3278.69
2,247500,104.0,Braga,2379.81
3,415000,138.0,Porto,3007.25
2,720000,93.0,Lisboa,7741.94
2,285000,118.0,Faro,2415.25
3,225000,187.0,Porto,1203.21
4,555000,153.0,Porto,3627.45
3,915000,115.14,Porto,7946.85
2,172000,94.45,Coimbra,1821.07
2,176720,67.79,Setúbal,2606.87
5,3400000,326.0,Porto,10429.45
2,165000,83.0,Porto,1987.95
3,465000,117.0,Porto,3974.36
2,125000,81.0,Santarém,1543.21
3,239000,132.0,Ilha de São Miguel,1810.61
2,250000,76.0,Porto,3289.47
2,239000,67.5,Lisboa,3540.74
2,411500,114.0,Aveiro,3609.65
3,395000,127.48,Faro,3098.53
1,180000,48.0,Porto,3750.0
2,790000,99.1,Lisboa,7971.75
2,1255000,160.22,Porto,7832.98
3,255000,82.0,Lisboa,3109.76
1,192500,67.2,Leiria,2864.58
3,230000,127.1,Faro,1809.6
2,215000,70.0,Lisboa,3071.43
6,1590000,250.0,Lisboa,6360.0
1,165000,50.0,Braga,3300.0
3,970000,144.0,Lisboa,6736.11
2,225000,82.42,Lisboa,2729.92
3,250000,130.0,Porto,1923.08
3,250000,130.0,Porto,1923.08
2,1025000,147.0,Lisboa,6972.79
2,329800,79.79,Porto,4133.35
2,159900,96.0,Braga,1665.62
2,230000,100.0,Porto,2300.0
2,395000,111.1,Porto,3555.36
3,375144,128.0,Faro,2930.81
2,190900,87.8,Porto,2174.26
3,365000,85.0,Lisboa,4294.12
2,245000,92.81,Lisboa,2639.8
3,405000,118.0,Setúbal,3432.2
3,350000,146.78,Lisboa,2384.52
2,280000,113.1,Faro,2475.69
3,338000,75.0,Lisboa,4506.67
5,1750000,265.0,Lisboa,6603.77
4,385000,172.0,Porto,2238.37
2,229500,67.21,Lisboa,3414.67
3,1650000,147.0,Faro,11224.49
1,510000,67.1,Lisboa,7600.6
3,650000,171.75,Aveiro,3784.57
2,514100,98.0,Porto,5245.92
3,265000,133.0,Braga,1992.48
3,390000,143.35,Setúbal,2720.61
4,350000,218.0,Porto,1605.5
2,350000,86.29,Porto,4056.09
2,156000,83.0,Porto,1879.52
2,210000,63.1,Porto,3328.05
3,960000,130.0,Lisboa,7384.62
3,249000,130.0,Porto,1915.38
1,239184,59.8,Porto,3999.73
2,280000,54.1,Porto,5175.6
3,380000,125.0,Setúbal,3040.0
2,174500,84.0,Porto,2077.38
5,2250000,347.3,Porto,6478.55
2,353475,78.55,Porto,4500.0
3,429500,145.0,Setúbal,2962.07
4,757000,163.5,Porto,4629.97
3,225000,117.0,Setúbal,1923.08
2,259800,70.0,Lisboa,3711.43
1,199000,47.0,Setúbal,4234.04
3,1150000,147.0,Lisboa,7823.13
3,650000,131.0,Aveiro,4961.83
4,1165000,177.4,Porto,6567.08
2,241000,112.0,Porto,2151.79
1,195000,89.0,Faro,2191.01
3,225000,125.0,Lisboa,1800.0
1,530000,55.75,Lisboa,9506.73
2,439000,130.0,Porto,3376.92
3,565000,161.6,Porto,3496.29
3,397000,140.0,Porto,2835.71
2,199000,83.0,Aveiro,2397.59
3,420000,173.1,Porto,2426.34
2,475000,93.86,Porto,5060.73
3,480000,147.0,Lisboa,3265.31
3,650000,137.0,Aveiro,4744.53
3,356000,115.8,Porto,3074.27
3,375000,178.0,Porto,2106.74
1,645000,43.42,Lisboa,14854.91
0,219000,44.4,Coimbra,4932.43
2,285000,57.58,Lisboa,4949.64
2,570000,97.0,Lisboa,5876.29
1,250000,94.87,Braga,2635.18
3,270000,106.61,Faro,2532.6
2,500000,97.0,Ilha da Madeira,5154.64
5,576000,232.0,Porto,2482.76
2,250000,82.0,Leiria,3048.78
3,249900,145.0,Braga,1723.45
1,310000,91.08,Setúbal,3403.6
3,465000,116.0,Lisboa,4008.62
2,259000,112.0,Lisboa,2312.5
1,250000,61.0,Porto,4098.36
1,269000,56.4,Faro,4769.5
2,239000,87.0,Setúbal,2747.13
2,565000,107.0,Faro,5280.37
1,143900,65.65,Porto,2191.93
3,149000,139.0,Coimbra,1071.94
1,140000,47.94,Aveiro,2920.32
4,2975000,209.0,Lisboa,14234.45
3,249500,90.0,Porto,2772.22
3,625000,147.0,Aveiro,4251.7
3,550000,124.0,Lisboa,4435.48
2,359988,63.0,Porto,5714.1
2,169000,75.0,Faro,2253.33
3,289000,200.0,Braga,1445.0
4,890000,232.0,Porto,3836.21
2,170000,81.0,Aveiro,2098.77
1,250000,48.0,Porto,5208.33
3,662356,130.0,Porto,5095.05
3,710000,149.0,Lisboa,4765.1
1,230000,57.0,Faro,4035.09
4,950000,175.0,Aveiro,5428.57
2,390000,72.0,Lisboa,5416.67
3,850000,168.1,Porto,5056.51
1,295000,64.9,Ilha da Madeira,4545.45
3,214000,118.0,Setúbal,1813.56
2,265000,92.0,Porto,2880.43
3,336000,129.0,Aveiro,2604.65
4,259000,144.0,Braga,1798.61
3,459000,136.0,Porto,3375.0
2,875000,156.59,Lisboa,5587.84
2,375000,61.0,Leiria,6147.54
1,575000,147.2,Setúbal,3906.25
1,128000,48.5,Setúbal,2639.18
2,190000,107.0,Porto,1775.7
2,380000,66.85,Faro,5684.37
1,279900,35.0,Lisboa,7997.14
2,195000,73.0,Leiria,2671.23
3,159000,120.0,Leiria,1325.0
2,380000,103.0,Lisboa,3689.32
2,915000,115.95,Lisboa,7891.33
1,157500,70.0,Porto,2250.0
2,280000,55.2,Faro,5072.46
3,485000,120.3,Lisboa,4031.59
3,589000,88.0,Lisboa,6693.18
1,530000,73.3,Lisboa,7230.56
0,165000,37.0,Porto,4459.46
1,415000,74.76,Lisboa,5551.1
1,182500,48.0,Faro,3802.08
2,595000,110.43,Lisboa,5388.03
2,160000,90.0,Porto,1777.78
4,899000,167.0,Lisboa,5383.23
3,365000,135.0,Porto,2703.7
3,310000,119.0,Setúbal,2605.04
2,150000,100.0,Braga,1500.0
4,395000,198.0,Braga,1994.95
4,710000,188.0,Porto,3776.6
3,380000,194.23,Porto,1956.44
2,159900,93.0,Porto,1719.35
3,372000,143.0,Braga,2601.4
3,350000,142.0,Porto,2464.79
3,295000,125.0,Porto,2360.0
2,510000,79.0,Ilha da Madeira,6455.7
2,235000,115.0,Braga,2043.48
0,200000,47.0,Porto,4255.32
1,230000,47.0,Porto,4893.62
3,2050000,161.5,Lisboa,12693.5
2,285600,103.4,Porto,2762.09
4,1450000,181.0,Porto,8011.05
4,144900,99.0,Braga,1463.64
2,372000,88.0,Porto,4227.27
2,179900,91.0,Braga,1976.92
2,277500,105.0,Porto,2642.86
2,495000,200.0,Lisboa,2475.0
3,315000,120.0,Porto,2625.0
3,189000,79.0,Porto,2392.41
2,222900,81.0,Porto,2751.85
2,269500,76.0,Leiria,3546.05
3,330000,125.0,Porto,2640.0
2,160000,73.0,Setúbal,2191.78
3,225000,141.0,Aveiro,1595.74
2,229500,77.3,Lisboa,2968.95
2,325000,73.0,Faro,4452.05
3,252500,141.08,Faro,1789.76
4,350000,139.0,Porto,2517.99
2,217500,88.0,Braga,2471.59
2,265000,87.0,Faro,3045.98
3,325000,115.0,Porto,2826.09
2,299900,85.5,Porto,3507.6
3,620000,228.75,Faro,2710.38
3,165000,108.3,Santarém,1523.55
3,1538000,134.0,Lisboa,11477.61
2,390000,80.86,Faro,4823.15
2,402000,66.85,Faro,6013.46
1,280000,61.0,Lisboa,4590.16
3,245000,166.4,Braga,1472.36
2,905000,97.34,Lisboa,9297.31
2,650000,122.0,Ilha da Madeira,5327.87
3,325000,150.0,Lisboa,2166.67
3,475000,177.0,Aveiro,2683.62
1,200000,80.0,Lisboa,2500.0
3,212000,110.0,Lisboa,1927.27
0,360500,38.6,Setúbal,9339.38
3,440000,117.0,Ilha da Madeira,3760.68
2,380000,110.0,Faro,3454.55
4,640000,213.6,Faro,2996.25
3,125000,108.0,Santarém,1157.41
3,550000,137.0,Porto,4014.6
1,135000,52.0,Lisboa,2596.15
2,345000,117.5,Porto,2936.17
3,470000,139.0,Porto,3381.29
4,300000,115.0,Setúbal,2608.7
3,327500,84.0,Setúbal,3898.81
2,315000,78.0,Braga,4038.46
3,403000,116.0,Porto,3474.14
3,919000,123.0,Lisboa,7471.54
1,260000,60.0,Setúbal,4333.33
3,310000,90.0,Lisboa,3444.44
2,290900,86.0,Porto,3382.56
2,420000,112.8,Lisboa,3723.4
3,600000,131.0,Porto,4580.15
1,214900,125.6,Lisboa,1710.99
3,260000,87.5,Lisboa,2971.43
3,225000,101.0,Viana do Castelo,2227.72
3,309500,90.0,Setúbal,3438.89
2,750000,156.7,Porto,4786.22
2,390000,94.0,Porto,4148.94
2,159500,60.0,Setúbal,2658.33
3,460000,134.0,Ilha da Madeira,3432.84
3,695000,136.0,Porto,5110.29
1,349900,44.0,Lisboa,7952.27
2,179000,49.0,Faro,3653.06
3,425000,87.1,Faro,4879.45
2,700000,121.9,Setúbal,5742.41
4,550000,279.36,Lisboa,1968.79
3,1900000,161.5,Lisboa,11764.71
1,180000,44.0,Faro,4090.91
1,265000,56.38,Ilha da Madeira,4700.25
2,240000,83.0,Porto,2891.57
1,178500,61.95,Porto,2881.36
2,918000,102.0,Lisboa,9000.0
3,240000,85.0,Porto,2823.53
3,189990,88.43,Setúbal,2148.48
2,279000,68.0,Aveiro,4102.94
4,911000,140.0,Lisboa,6507.14
3,760000,134.0,Lisboa,5671.64
2,365000,131.6,Faro,2773.56
4,1150000,142.0,Lisboa,8098.59
3,295000,138.0,Porto,2137.68
2,418000,91.2,Porto,4583.33
2,453900,75.89,Lisboa,5981.03
1,165000,56.56,Lisboa,2917.26
3,320000,154.0,Porto,2077.92
3,229900,123.0,Porto,1869.11
3,840000,126.0,Lisboa,6666.67
3,192500,122.0,Braga,1577.87
2,273252,80.0,Faro,3415.65
1,289900,35.0,Lisboa,8282.86
3,792000,157.3,Porto,5034.97
2,400000,91.9,Lisboa,4352.56
3,320000,148.0,Porto,2162.16
4,535000,209.0,Porto,2559.81
1,425000,89.0,Porto,4775.28
3,695000,141.2,Lisboa,4922.1
3,204000,98.0,Setúbal,2081.63
1,275000,64.0,Faro,4296.88
2,850000,109.0,Lisboa,7798.17
3,335000,116.0,Porto,2887.93
2,280000,71.85,Leiria,3897.01
1,377000,82.0,Faro,4597.56
3,320000,117.0,Lisboa,2735.04
3,285000,105.0,Faro,2714.29
3,376000,116.0,Porto,3241.38
1,185000,60.0,Porto,3083.33
3,429000,125.2,Faro,3426.52
2,270000,98.0,Porto,2755.1
1,440000,72.0,Ilha da Madeira,6111.11
2,388200,87.88,Porto,4417.39
1,990000,167.21,Lisboa,5920.7
4,540000,178.85,Faro,3019.29
2,445200,86.0,Faro,5176.74
2,315900,88.0,Porto,3589.77
1,550000,68.3,Faro,8052.71
1,209000,48.9,Faro,4274.03
2,998000,117.0,Lisboa,8529.91
2,187500,78.25,Setúbal,2396.17
2,770000,92.0,Lisboa,8369.57
1,325000,57.0,Ilha da Madeira,5701.75
2,193900,89.5,Porto,2166.48
2,324000,118.55,Faro,2733.02
2,635000,247.75,Porto,2563.07
5,339000,213.0,Porto,1591.55
4,290000,158.0,Porto,1835.44
3,325000,113.0,Porto,2876.11
2,299000,81.0,Lisboa,3691.36
2,280000,106.0,Viana do Castelo,2641.51
1,149000,60.0,Porto,2483.33
1,230000,48.41,Porto,4751.08
2,2199793,177.3,Lisboa,12407.18
3,345000,112.0,Setúbal,3080.36
3,124800,93.13,Santarém,1340.06
1,580000,105.01,Lisboa,5523.28
1,395000,63.0,Ilha da Madeira,6269.84
3,625500,140.0,Porto,4467.86
2,200000,90.0,Porto,2222.22
4,600000,150.0,Lisboa,4000.0
1,470000,58.6,Lisboa,8020.48
3,299000,282.3,Porto,1059.16
3,740000,119.0,Porto,6218.49
1,625000,172.9,Setúbal,3614.81
3,370000,91.15,Faro,4059.24
3,825000,128.0,Porto,6445.31
1,315000,55.0,Porto,5727.27
1,250000,60.0,Braga,4166.67
3,1290000,187.05,Lisboa,6896.55
2,540000,97.0,Lisboa,5567.01
2,779000,100.0,Lisboa,7790.0
3,432600,130.0,Porto,3327.69
4,700000,160.0,Porto,4375.0
1,179000,46.0,Porto,3891.3
2,198000,116.0,Porto,1706.9
3,340000,114.0,Porto,2982.46
1,122000,50.0,Leiria,2440.0
3,306000,85.0,Setúbal,3600.0
3,415000,80.0,Setúbal,5187.5
3,1050000,178.0,Ilha da Madeira,5898.88
3,375000,217.61,Lisboa,1723.27
3,285000,142.0,Porto,2007.04
1,550000,56.0,Lisboa,9821.43
3,198500,109.0,Porto,1821.1
3,275000,135.0,Leiria,2037.04
2,232500,47.0,Lisboa,4946.81
3,800000,143.0,Porto,5594.41
3,335000,99.0,Faro,3383.84
2,185000,89.0,Aveiro,2078.65
2,249900,66.31,Lisboa,3768.66
4,2828364,238.0,Porto,11883.88
2,530000,117.0,Lisboa,4529.91
2,360000,83.0,Porto,4337.35
4,353457720,230.76,Lisboa,1531711.39
5,645000,277.0,Faro,2328.52
1,175000,38.27,Lisboa,4572.77
2,200000,88.0,Viana do Castelo,2272.73
4,850000,143.0,Lisboa,5944.06
1,175000,45.5,Porto,3846.15
2,149000,78.0,Setúbal,1910.26
2,413400,100.48,Faro,4114.25
1,310000,88.1,Setúbal,3518.73
3,355000,108.0,Braga,3287.04
3,210000,149.0,Lisboa,1409.4
4,615000,218.0,Faro,2821.1
3,635000,154.5,Porto,4110.03
4,375000,168.0,Setúbal,2232.14
3,365000,121.0,Setúbal,3016.53
5,365000,150.0,Braga,2433.33
1,165000,68.86,Coimbra,2396.17
1,290000,72.0,Porto,4027.78
0,141500,37.0,Aveiro,3824.32
1,275000,55.0,Porto,5000.0
1,195000,82.0,Porto,2378.05
2,380000,129.0,Ilha de São Miguel,2945.74
1,490000,62.93,Lisboa,7786.43
2,405000,107.2,Porto,3777.99
3,720000,187.0,Porto,3850.27
2,255000,90.0,Braga,2833.33
2,650000,97.0,Lisboa,6701.03
1,495000,61.0,Lisboa,8114.75
2,441000,97.7,Faro,4513.82
1,190000,49.97,Porto,3802.28
1,175000,69.0,Coimbra,2536.23
3,570000,139.0,Lisboa,4100.72
2,214900,82.0,Porto,2620.73
2,125900,69.0,Apartamento para comprar: Castelo Branco,1824.64
3,576030,120.54,Porto,4778.75
2,260000,80.0,Faro,3250.0
2,700000,109.0,Lisboa,6422.02
2,770000,123.0,Lisboa,6260.16
2,169900,83.5,Porto,2034.73
1,197000,55.0,Coimbra,3581.82
1,580000,105.01,Lisboa,5523.28
5,875000,225.0,Porto,3888.89
4,680000,119.0,Lisboa,5714.29
1,175000,43.0,Faro,4069.77
2,339900,50.0,Lisboa,6798.0
4,950000,277.0,Porto,3429.6
2,195000,86.0,Porto,2267.44
2,575000,78.53,Lisboa,7322.04
3,530000,140.0,Lisboa,3785.71
1,295000,50.0,Aveiro,5900.0
3,365000,137.0,Porto,2664.23
1,175000,43.0,Faro,4069.77
3,403000,115.81,Porto,3479.84
1,200000,63.8,Braga,3134.8
4,1110000,183.75,Porto,6040.82
4,694300,171.0,Faro,4060.23
3,339000,139.0,Lisboa,2438.85
2,550000,132.0,Lisboa,4166.67
3,580000,138.0,Porto,4202.9
3,880000,130.0,Lisboa,6769.23
2,375000,61.0,Leiria,6147.54
3,1690000,210.0,Lisboa,8047.62
4,795000,158.0,Lisboa,5031.65
2,335000,95.0,Faro,3526.32
4,710000,188.1,Porto,3774.59
3,235000,105.4,Aveiro,2229.6
2,187500,61.0,Setúbal,3073.77
2,760000,120.0,Lisboa,6333.33
1,112000,55.0,Lisboa,2036.36
4,970000,138.5,Lisboa,7003.61
3,495000,143.0,Porto,3461.54
1,235920,70.0,Faro,3370.29
2,187500,62.0,Setúbal,3024.19
1,265000,50.0,Lisboa,5300.0
2,870000,95.41,Lisboa,9118.54
4,395000,111.35,Lisboa,3547.37
1,320000,41.0,Ilha da Madeira,7804.88
2,189000,70.0,Lisboa,2700.0
2,359000,60.0,Lisboa,5983.33
1,140000,61.0,Viana do Castelo,2295.08
3,329000,131.0,Porto,2511.45
2,755000,113.9,Lisboa,6628.62
1,1300000,129.0,Lisboa,10077.52
2,295000,86.0,Porto,3430.23
3,295000,100.8,Lisboa,2926.59
2,796000,100.0,Lisboa,7960.0
3,259900,111.4,Porto,2333.03
3,229900,129.0,Braga,1782.17
5,2250000,561.0,Porto,4010.7
3,540000,125.86,Porto,4290.48
3,695000,137.0,Porto,5072.99
4,620500,160.0,Porto,3878.12
2,325000,74.8,Faro,4344.92
3,300000,123.7,Setúbal,2425.22
3,298000,81.0,Porto,3679.01
2,260000,100.0,Porto,2600.0
2,550000,116.0,Ilha da Madeira,4741.38
2,265000,96.0,Braga,2760.42
1,89500,56.0,Santarém,1598.21
3,390000,112.4,Aveiro,3469.75
2,294000,73.0,Leiria,4027.4
2,197000,106.0,Leiria,1858.49
4,450000,177.0,Lisboa,2542.37
3,126500,93.0,Apartamento para comprar: Castelo Branco,1360.22
0,137000,22.8,Porto,6008.77
3,310000,158.0,Porto,1962.03
2,255000,99.0,Porto,2575.76
4,299900,140.55,Santarém,2133.76
3,405000,145.0,Faro,2793.1
2,680000,124.0,Ilha da Madeira,5483.87
1,300000,61.6,Ilha da Madeira,4870.13
2,160000,105.0,Braga,1523.81
3,925000,128.0,Porto,7226.56
1,270000,40.0,Lisboa,6750.0
1,225000,53.0,Porto,4245.28
1,305000,55.0,Porto,5545.45
4,1025000,158.8,Porto,6454.66
4,532000,160.0,Porto,3325.0
4,1408000,151.0,Lisboa,9324.5
2,185000,121.0,Apartamento para comprar: Castelo Branco,1528.93
2,240000,115.0,Faro,2086.96
3,549000,137.0,Setúbal,4007.3
2,384200,88.33,Porto,4349.6
3,1625000,138.0,Lisboa,11775.36
2,242834,70.8,Porto,3429.86
2,210000,87.0,Leiria,2413.79
3,471000,136.0,Setúbal,3463.24
2,206000,82.0,Porto,2512.2
1,250000,69.7,Faro,3586.8
2,450000,115.82,Faro,3885.34
1,189000,47.0,Porto,4021.28
1,390000,63.0,Porto,6190.48
2,270300,103.4,Porto,2614.12
3,400000,117.0,Porto,3418.8
3,1050000,181.0,Lisboa,5801.1
2,468800,65.0,Lisboa,7212.31
4,880500,170.0,Porto,5179.41
1,220000,52.0,Porto,4230.77
4,1195000,300.0,Lisboa,3983.33
2,646000,115.0,Porto,5617.39
3,545000,152.19,Porto,3581.05
2,310000,149.0,Porto,2080.54
2,186000,98.0,Porto,1897.96
3,360000,125.0,Setúbal,2880.0
2,425000,76.68,Porto,5542.51
2,750000,93.0,Lisboa,8064.52
0,175000,330.0,Porto,530.3
2,365000,97.0,Aveiro,3762.89
2,375475,87.0,Porto,4315.8
2,720000,133.0,Ilha da Madeira,5413.53
3,299000,130.0,Porto,2300.0
1,350000,61.0,Lisboa,5737.7
3,995000,110.0,Lisboa,9045.45
4,2000000,177.0,Lisboa,11299.44
4,950000,175.0,Aveiro,5428.57
3,270000,115.0,Lisboa,2347.83
2,429900,105.0,Lisboa,4094.29
2,179900,90.0,Porto,1998.89
3,505000,132.7,Lisboa,3805.58
3,545000,139.0,Lisboa,3920.86
3,414500,123.81,Faro,3347.87
2,189000,69.0,Lisboa,2739.13
3,165000,120.0,Santarém,1375.0
3,299000,132.0,Porto,2265.15
3,1190000,145.68,Faro,8168.59
2,224000,68.0,Porto,3294.12
3,690000,178.0,Porto,3876.4
4,2474027,238.0,Porto,10395.07
3,305000,154.0,Leiria,1980.52
1,530000,79.9,Lisboa,6633.29
1,220900,64.3,Porto,3435.46
2,299500,85.0,Porto,3523.53
4,1028200,175.0,Faro,5875.43
2,619000,115.0,Faro,5382.61
3,160000,90.0,Braga,1777.78
5,1398000,185.0,Porto,7556.76
3,425000,123.3,Faro,3446.88
1,149500,39.0,Leiria,3833.33
3,330000,135.0,Setúbal,2444.44
3,390000,110.05,Setúbal,3543.84
3,397500,205.0,Lisboa,1939.02
3,369000,90.0,Porto,4100.0
3,500000,127.0,Lisboa,3937.01
4,1150000,180.0,Lisboa,6388.89
3,1399000,125.0,Lisboa,11192.0
3,1050000,146.76,Lisboa,7154.54
3,595000,132.0,Porto,4507.58
3,650000,252.0,Lisboa,2579.37
2,325000,79.15,Faro,4106.13
2,223900,81.0,Porto,2764.2
3,135000,104.0,Santarém,1298.08
2,350000,137.0,Porto,2554.74
2,157000,53.5,Porto,2934.58
3,300000,68.0,Porto,4411.76
0,260000,45.3,Porto,5739.51
1,380000,70.0,Setúbal,5428.57
3,392850,153.2,Porto,2564.3
2,495000,115.0,Porto,4304.35
2,219000,67.9,Porto,3225.33
3,159500,100.0,Leiria,1595.0
3,840000,229.82,Porto,3655.03
2,198000,72.0,Faro,2750.0
2,380000,96.0,Faro,3958.33
2,220000,54.3,Lisboa,4051.57
4,1750000,179.0,Lisboa,9776.54
3,2500000,251.16,Lisboa,9953.81
2,355000,93.0,Porto,3817.2
2,425000,98.0,Faro,4336.73
1,150000,60.75,Aveiro,2469.14
2,415000,109.0,Lisboa,3807.34
0,426933,51.08,Setúbal,8358.12
3,349000,148.0,Porto,2358.11
3,425000,140.0,Aveiro,3035.71
2,210000,100.0,Braga,2100.0
4,885000,164.65,Porto,5375.04
3,640000,155.0,Porto,4129.03
1,143000,47.94,Aveiro,2982.9
3,803000,143.0,Ilha da Madeira,5615.38
2,280000,63.0,Porto,4444.44
2,745000,121.1,Lisboa,6151.94
3,690000,112.55,Ilha da Madeira,6130.61
2,235000,91.2,Porto,2576.75
1,194000,62.0,Braga,3129.03
0,360000,74.0,Porto,4864.86
4,690000,159.0,Lisboa,4339.62
1,175000,43.0,Faro,4069.77
2,298000,105.0,Lisboa,2838.1
2,395000,84.0,Lisboa,4702.38
2,615000,81.0,Faro,7592.59
4,515000,148.0,Lisboa,3479.73
3,365000,127.0,Setúbal,2874.02
2,810000,116.0,Lisboa,6982.76
3,210000,124.5,Apartamento para comprar: Viseu,1686.75
3,1100000,229.0,Lisboa,4803.49
1,351000,46.5,Lisboa,7548.39
3,110000,98.0,Leiria,1122.45
3,575000,174.0,Setúbal,3304.6
3,530000,142.44,Setúbal,3720.86
3,599900,110.0,Lisboa,5453.64
3,739900,142.0,Porto,5210.56
1,245000,63.36,Faro,3866.79
3,299000,150.0,Viana do Castelo,1993.33
3,135000,147.0,Santarém,918.37
4,4503569,258.63,Lisboa,17413.17
3,130000,105.0,Santarém,1238.1
0,325000,43.1,Lisboa,7540.6
2,320000,90.0,Lisboa,3555.56
2,330000,109.0,Viseu,3027.52
3,750000,107.93,Lisboa,6948.95
2,555000,102.88,Lisboa,5394.63
2,197500,73.6,Setúbal,2683.42
3,750000,154.0,Setúbal,4870.13
2,66500,111.0,Bragança,599.1
3,375000,137.0,Aveiro,2737.23
2,249417,79.0,Porto,3157.18
2,270000,73.0,Porto,3698.63
3,1290000,173.5,Lisboa,7435.16
2,368400,88.33,Porto,4170.72
1,215000,63.08,Aveiro,3408.37
1,435000,94.46,Faro,4605.12
2,308900,96.0,Porto,3217.71
2,182500,89.0,Porto,2050.56
2,440000,117.0,Ilha da Madeira,3760.68
2,330000,74.0,Faro,4459.46
4,2828364,238.0,Porto,11883.88
2,179000,88.0,Lisboa,2034.09
3,740000,119.0,Porto,6218.49
3,346000,135.6,Aveiro,2551.62
1,205900,60.0,Porto,3431.67
1,310000,42.0,Porto,7380.95
3,893000,157.35,Setúbal,5675.25
1,200000,52.0,Braga,3846.15
2,915000,116.0,Lisboa,7887.93
2,335000,108.0,Porto,3101.85
2,240000,70.0,Faro,3428.57
3,670000,174.0,Ilha da Madeira,3850.57
3,360000,109.0,Leiria,3302.75
3,190000,83.0,Setúbal,2289.16
3,375000,134.72,Faro,2783.55
2,275000,107.0,Braga,2570.09
3,480000,167.45,Setúbal,2866.53
2,780000,144.01,Porto,5416.29
2,210000,141.0,Braga,1489.36
1,269500,48.0,Faro,5614.58
3,219900,85.53,Lisboa,2571.03
2,750000,108.0,Porto,6944.44
3,207500,93.0,Porto,2231.18
3,239900,112.7,Porto,2128.66
2,585000,78.53,Lisboa,7449.38
1,140000,65.0,Leiria,2153.85
1,330000,58.54,Setúbal,5637.17
