,Rooms,Price,Area,Location,Price_m2
13367,1,585000,53.0,Lisboa,11037.74
10515,2,345000,117.5,Porto,2936.17
11023,2,620000,82.5,Faro,7515.15
2813,3,290000,140.0,Leiria,2071.43
2054,3,298000,120.68,Porto,2469.34
10880,2,525000,119.8,Porto,4382.3
10819,3,470800,125.0,Porto,3766.4
10608,3,450000,119.0,Setúbal,3781.51
15537,2,263000,98.0,Faro,2683.67
4365,2,197500,63.15,Setúbal,3127.47
6347,2,640000,89.0,Porto,7191.01
10112,2,388200,87.88,Porto,4417.39
2055,3,630700,151.99,Faro,4149.62
1377,3,405000,140.0,Lisboa,2892.86
1523,2,353475,78.55,Porto,4500.0
13605,2,395000,128.5,Porto,3073.93
5711,3,420000,90.0,Lisboa,4666.67
12231,3,340000,152.0,Braga,2236.84
6566,3,675000,128.0,Porto,5273.44
3900,2,298000,150.0,Porto,1986.67
7766,2,198000,72.0,Faro,2750.0
11154,2,240000,80.0,Aveiro,3000.0
9625,3,884000,154.0,Porto,5740.26
5547,0,159900,42.54,Faro,3758.82
2757,1,160000,51.5,Coimbra,3106.8
4277,1,220000,35.0,Lisboa,6285.71
11869,1,325000,38.31,Setúbal,8483.42
9263,2,410000,81.0,Lisboa,5061.73
3150,3,510000,120.0,Setúbal,4250.0
7953,3,279500,77.0,Porto,3629.87
4551,2,177000,71.0,Setúbal,2492.96
3040,4,685000,188.0,Porto,3643.62
4244,3,165000,85.0,Setúbal,1941.18
4324,1,430000,52.0,Lisboa,8269.23
104,2,225000,80.4,Braga,2798.51
2360,1,275000,103.5,Faro,2657.0
13338,3,798000,183.19,Lisboa,4356.13
6865,3,235000,92.7,Leiria,2535.06
1731,2,1100000,116.0,Lisboa,9482.76
10769,1,495000,71.12,Porto,6960.07
5453,3,150000,122.0,Porto,1229.51
13272,2,380000,57.0,Lisboa,6666.67
8005,1,560000,58.0,Lisboa,9655.17
5986,2,424000,86.5,Faro,4901.73
13145,3,310000,112.0,Setúbal,2767.86
4753,2,466900,97.0,Aveiro,4813.4
9312,3,320000,129.0,Aveiro,2480.62
8618,2,1275000,131.76,Faro,9676.68
4464,3,260000,127.0,Porto,2047.24
870,1,210000,102.0,Porto,2058.82
1403,3,170000,103.0,Lisboa,1650.49
3174,3,252000,129.0,Braga,1953.49
7996,3,1055000,143.0,Lisboa,7377.62
2258,3,630000,137.0,Porto,4598.54
2357,4,550000,185.0,Porto,2972.97
5696,2,215000,69.7,Faro,3084.65
10941,2,233500,77.9,Faro,2997.43
14238,3,180000,100.89,Setúbal,1784.12
13677,3,305000,154.0,Leiria,1980.52
10345,2,599500,88.0,Lisboa,6812.5
13298,3,1573200,184.4,Lisboa,8531.45
11070,3,435000,136.0,Lisboa,3198.53
11204,3,395000,110.0,Porto,3590.91
3877,3,470000,120.0,Faro,3916.67
12662,1,411180,137.0,Faro,3001.31
8949,2,375000,70.0,Lisboa,5357.14
6182,3,730000,138.0,Lisboa,5289.86
9825,3,650000,140.47,Porto,4627.32
10541,3,925000,128.0,Porto,7226.56
6458,3,376000,129.0,Porto,2914.73
6421,3,990000,149.34,Lisboa,6629.17
6956,4,1025000,158.8,Porto,6454.66
10201,2,325000,131.0,Porto,2480.92
2654,3,570264,117.0,Porto,4874.05
12370,1,454000,48.0,Lisboa,9458.33
13024,2,260000,81.0,Porto,3209.88
9492,3,530000,128.0,Porto,4140.62
7322,1,195000,53.0,Faro,3679.25
9024,3,235000,82.5,Setúbal,2848.48
14410,2,405000,107.2,Porto,3777.99
219,3,750000,113.0,Lisboa,6637.17
12823,3,230000,59.0,Lisboa,3898.31
3322,2,250000,60.0,Lisboa,4166.67
11101,2,718000,131.9,Lisboa,5443.52
4843,2,159500,60.0,Setúbal,2658.33
14948,3,475000,90.0,Faro,5277.78
5535,3,545000,152.0,Porto,3585.53
1396,2,127500,79.0,Apartamento para comprar: Castelo Branco,1613.92
9941,2,375000,84.06,Porto,4461.1
13324,2,504000,84.72,Porto,5949.01
13857,2,305000,75.0,Porto,4066.67
13232,3,299000,90.0,Porto,3322.22
1878,2,550000,84.0,Lisboa,6547.62
6388,2,179500,100.0,Braga,1795.0
620,2,179900,66.56,Lisboa,2702.82
15487,0,140000,63.0,Faro,2222.22
8637,2,660000,120.58,Faro,5473.54
565,3,269500,110.0,Setúbal,2450.0
9977,4,885000,164.65,Porto,5375.04
2241,2,244900,88.5,Porto,2767.23
4115,4,475000,154.56,Setúbal,3073.24
1781,3,895000,126.0,Lisboa,7103.17
14393,3,580000,138.0,Porto,4202.9
13709,1,400000,80.0,Porto,5000.0
1710,3,260000,157.0,Santarém,1656.05
15794,4,1495000,218.0,Lisboa,6857.8
15881,1,490000,55.75,Lisboa,8789.24
15040,3,294000,128.0,Braga,2296.88
10014,1,275000,55.0,Porto,5000.0
7366,1,185000,128.0,Santarém,1445.31
7502,1,179900,47.3,Porto,3803.38
1349,3,180000,89.0,Setúbal,2022.47
6594,2,191900,87.8,Porto,2185.65
5088,3,279000,140.0,Leiria,1992.86
8566,3,402000,101.0,Aveiro,3980.2
9131,1,195000,65.0,Braga,3000.0
6811,2,189000,160.0,Setúbal,1181.25
14988,2,257890,132.0,Ilha de São Miguel,1953.71
7123,1,375000,70.0,Lisboa,5357.14
6658,2,2330000,133.9,Lisboa,17401.05
3704,2,268000,100.0,Braga,2680.0
6851,3,595000,95.0,Lisboa,6263.16
3209,3,465000,169.0,Setúbal,2751.48
7312,3,385000,197.0,Aveiro,1954.31
2002,3,331000,137.0,Porto,2416.06
8163,2,845000,94.0,Lisboa,8989.36
190,4,260000,118.0,Aveiro,2203.39
10745,3,225000,140.0,Viana do Castelo,1607.14
10323,2,625000,103.6,Ilha da Madeira,6032.82
2519,2,188500,96.0,Porto,1963.54
13672,3,898000,136.0,Faro,6602.94
13176,3,1200000,155.62,Faro,7711.09
9806,2,498000,102.0,Lisboa,4882.35
5092,2,495000,89.0,Lisboa,5561.8
13923,3,1550000,245.0,Lisboa,6326.53
1734,1,165000,70.0,Porto,2357.14
989,2,187000,76.0,Lisboa,2460.53
3403,2,145000,102.0,Aveiro,1421.57
12262,4,1405000,183.51,Lisboa,7656.26
8198,2,810000,99.0,Lisboa,8181.82
11331,2,350000,91.08,Viana do Castelo,3842.78
15173,2,425000,96.0,Ilha da Madeira,4427.08
13192,3,225000,80.0,Lisboa,2812.5
588,1,207000,49.12,Porto,4214.17
9665,2,197500,63.0,Setúbal,3134.92
6410,3,310000,130.28,Setúbal,2379.49
6394,3,305000,160.0,Porto,1906.25
8360,3,780000,105.05,Lisboa,7425.04
561,2,180000,85.0,Aveiro,2117.65
4816,1,305000,48.0,Lisboa,6354.17
8931,3,429000,125.2,Faro,3426.52
4086,3,1150000,117.0,Lisboa,9829.06
5211,2,320000,88.0,Porto,3636.36
15588,2,256000,118.6,Ilha da Madeira,2158.52
9671,2,290000,123.0,Faro,2357.72
2538,3,1695000,164.0,Lisboa,10335.37
10281,2,595000,94.3,Faro,6309.65
733,5,199900,241.0,Braga,829.46
3543,3,235000,104.0,Porto,2259.62
112,2,310900,96.0,Porto,3238.54
14665,3,595000,156.0,Porto,3814.1
8861,4,780000,184.59,Setúbal,4225.58
10503,2,160000,87.5,Porto,1828.57
12811,1,270000,65.0,Lisboa,4153.85
2832,0,215000,40.0,Faro,5375.0
8810,4,1450000,181.2,Porto,8002.21
13706,2,300000,119.0,Porto,2521.01
13874,2,199500,84.0,Aveiro,2375.0
13239,3,636500,148.0,Lisboa,4300.68
11038,3,345000,117.0,Setúbal,2948.72
13224,2,495000,81.0,Lisboa,6111.11
13399,4,2125000,281.5,Lisboa,7548.85
11903,3,495000,120.0,Lisboa,4125.0
4874,2,425000,90.0,Faro,4722.22
14803,2,240000,63.0,Porto,3809.52
2153,2,350000,112.0,Lisboa,3125.0
9740,1,139000,33.0,Braga,4212.12
8134,2,375000,114.0,Porto,3289.47
2747,2,360000,93.8,Lisboa,3837.95
9307,2,265000,88.15,Setúbal,3006.24
13964,2,185000,70.0,Lisboa,2642.86
12021,3,2490000,157.1,Lisboa,15849.78
10430,2,140000,110.0,Porto,1272.73
3498,2,695000,101.35,Faro,6857.42
13734,2,460000,87.0,Ilha da Madeira,5287.36
10004,3,205000,85.0,Setúbal,2411.76
1212,1,240000,73.0,Porto,3287.67
7853,0,231575,48.6,Porto,4764.92
6506,5,770000,185.0,Lisboa,4162.16
10204,2,380000,118.38,Porto,3210.0
6282,1,313500,74.96,Porto,4182.23
15940,3,645000,149.0,Setúbal,4328.86
4515,1,130000,32.0,Lisboa,4062.5
1793,3,395000,180.0,Porto,2194.44
1952,1,330000,46.0,Porto,7173.91
7654,1,135000,83.0,Braga,1626.51
11989,1,1200000,183.0,Faro,6557.38
7874,1,460000,52.9,Lisboa,8695.65
4610,3,350000,107.75,Faro,3248.26
14259,1,620000,98.0,Lisboa,6326.53
14117,1,310000,62.0,Ilha da Madeira,5000.0
11109,2,235000,94.0,Leiria,2500.0
1554,2,159000,113.0,Porto,1407.08
2155,3,575000,123.0,Faro,4674.8
5207,1,220000,45.0,Porto,4888.89
13193,2,145000,99.0,Aveiro,1464.65
1051,4,310000,125.0,Lisboa,2480.0
3472,4,440000,108.0,Lisboa,4074.07
11778,2,345000,64.21,Lisboa,5372.99
8912,2,430000,78.0,Faro,5512.82
3232,3,217500,156.0,Setúbal,1394.23
1963,3,182000,105.0,Braga,1733.33
2109,5,850000,160.0,Lisboa,5312.5
8930,2,207000,68.0,Coimbra,3044.12
2181,3,1100000,124.0,Lisboa,8870.97
2683,4,1290000,196.0,Lisboa,6581.63
13289,1,385000,62.0,Lisboa,6209.68
647,3,710000,134.0,Lisboa,5298.51
409,1,197500,60.0,Porto,3291.67
3053,4,199990,80.65,Lisboa,2479.73
547,2,218900,82.6,Porto,2650.12
15929,2,700000,121.9,Setúbal,5742.41
14807,3,548000,135.0,Lisboa,4059.26
10529,3,685000,134.7,Lisboa,5085.37
8880,3,460500,134.18,Porto,3431.96
13619,1,279900,34.0,Lisboa,8232.35
11302,3,315000,117.6,Setúbal,2678.57
3017,2,220000,114.0,Porto,1929.82
5234,2,441000,94.7,Faro,4656.81
4461,3,235000,202.0,Coimbra,1163.37
724,1,185000,38.0,Porto,4868.42
135,1,671000,63.7,Lisboa,10533.75
22,1,220000,55.0,Faro,4000.0
14441,2,429900,1.0,Lisboa,429900.0
4559,2,379000,93.0,Faro,4075.27
13805,3,152000,93.0,Lisboa,1634.41
300,3,480000,128.31,Porto,3740.94
14853,3,670000,134.0,Lisboa,5000.0
1823,1,279000,56.0,Lisboa,4982.14
6249,2,370000,102.0,Lisboa,3627.45
5113,3,415000,120.0,Porto,3458.33
7900,2,295900,86.0,Porto,3440.7
2735,4,252500,130.0,Santarém,1942.31
14297,3,249000,130.0,Leiria,1915.38
9104,2,174500,99.0,Porto,1762.63
14869,3,670000,112.55,Ilha da Madeira,5952.91
7982,3,370000,110.0,Aveiro,3363.64
14163,2,310000,91.1,Coimbra,3402.85
12477,3,309500,95.0,Setúbal,3257.89
5913,2,299900,51.0,Lisboa,5880.39
9790,2,165000,100.75,Aveiro,1637.72
14705,4,695000,148.5,Porto,4680.13
11397,3,749900,107.0,Lisboa,7008.41
5574,2,260000,73.65,Lisboa,3530.21
9752,4,2015000,347.92,Lisboa,5791.56
3044,2,159900,91.0,Braga,1757.14
9441,3,525000,180.0,Setúbal,2916.67
10059,2,195000,87.0,Lisboa,2241.38
4401,1,164900,50.0,Porto,3298.0
13166,4,220000,97.0,Setúbal,2268.04
7245,1,530000,56.0,Lisboa,9464.29
6435,4,1310000,220.0,Lisboa,5954.55
3510,3,165000,105.0,Braga,1571.43
2858,2,159900,105.3,Leiria,1518.52
2089,3,445000,126.5,Lisboa,3517.79
1086,0,129500,39.0,Leiria,3320.51
14200,3,836000,154.0,Porto,5428.57
5515,3,471000,140.0,Setúbal,3364.29
469,2,368400,88.33,Porto,4170.72
2402,3,376000,115.0,Porto,3269.57
9722,1,339000,65.0,Lisboa,5215.38
8539,1,415000,97.0,Porto,4278.35
9345,3,350000,138.0,Porto,2536.23
8189,1,560000,49.0,Lisboa,11428.57
3678,3,245000,134.75,Lisboa,1818.18
5673,2,295000,104.0,Porto,2836.54
12586,2,450000,99.4,Faro,4527.16
5557,1,279500,57.0,Porto,4903.51
6802,1,150000,63.0,Coimbra,2380.95
13621,1,230000,50.0,Setúbal,4600.0
5694,2,330000,54.24,Porto,6084.07
11478,3,1160000,175.0,Lisboa,6628.57
5108,4,429000,150.0,Aveiro,2860.0
4264,2,605000,100.0,Porto,6050.0
7172,3,309500,85.0,Setúbal,3641.18
5228,4,757000,163.0,Porto,4644.17
8279,2,345000,110.0,Faro,3136.36
13810,3,280000,114.0,Aveiro,2456.14
3186,3,985000,160.0,Lisboa,6156.25
5916,2,850000,66.0,Lisboa,12878.79
6514,4,199900,124.0,Leiria,1612.1
12804,2,85000,67.0,Bragança,1268.66
7065,1,399900,46.5,Lisboa,8600.0
12504,3,365000,100.0,Setúbal,3650.0
1886,2,420000,84.0,Lisboa,5000.0
10945,3,1150000,173.5,Lisboa,6628.24
355,4,399750,145.0,Lisboa,2756.9
15515,3,275000,155.0,Santarém,1774.19
7750,1,249000,85.0,Faro,2929.41
9129,2,265000,110.0,Braga,2409.09
16128,1,300000,61.6,Ilha da Madeira,4870.13
6518,2,269000,117.5,Lisboa,2289.36
7749,3,345290,146.0,Porto,2365.0
12874,2,663000,98.74,Lisboa,6714.6
11792,3,264000,117.0,Viana do Castelo,2256.41
6955,3,649000,105.0,Faro,6180.95
3379,3,250000,175.0,Lisboa,1428.57
15083,2,269000,73.0,Faro,3684.93
8306,2,193000,74.0,Lisboa,2608.11
13685,2,550000,110.0,Lisboa,5000.0
134,2,315000,100.0,Faro,3150.0
5120,2,330000,102.0,Faro,3235.29
1547,2,187500,67.0,Lisboa,2798.51
13625,2,310000,82.0,Lisboa,3780.49
10091,2,384500,88.67,Porto,4336.3
15392,2,275000,111.7,Braga,2461.95
7711,2,950000,115.85,Lisboa,8200.26
8657,2,305000,51.6,Porto,5910.85
10210,1,351000,46.5,Lisboa,7548.39
9997,3,290000,137.0,Braga,2116.79
15844,3,455000,135.0,Porto,3370.37
15004,2,235000,97.0,Porto,2422.68
1988,2,175000,79.0,Coimbra,2215.19
6138,3,195000,96.0,Setúbal,2031.25
6517,6,3400000,421.0,Lisboa,8076.01
11119,2,860000,172.9,Faro,4973.97
7363,3,1070000,188.06,Lisboa,5689.67
6227,2,229000,65.0,Lisboa,3523.08
9920,2,220000,100.0,Porto,2200.0
5273,3,750000,154.0,Setúbal,4870.13
1025,3,350000,107.0,Porto,3271.03
7070,2,195000,87.0,Lisboa,2241.38
14149,2,293000,100.0,Porto,2930.0
14335,2,150000,90.01,Porto,1666.48
9708,0,195000,34.0,Porto,5735.29
6893,2,187500,92.0,Porto,2038.04
4183,3,359000,164.0,Porto,2189.02
9859,3,1100000,139.0,Faro,7913.67
1516,2,374730,79.3,Porto,4725.47
13263,2,880000,128.76,Lisboa,6834.42
2534,2,319500,92.0,Lisboa,3472.83
472,3,508000,125.45,Setúbal,4049.42
7692,3,294000,111.0,Porto,2648.65
13385,3,595000,139.0,Viana do Castelo,4280.58
6223,3,645000,172.0,Porto,3750.0
787,2,225000,71.8,Porto,3133.7
11682,2,392000,93.6,Setúbal,4188.03
9142,4,295000,146.0,Braga,2020.55
956,3,385000,165.0,Faro,2333.33
14021,2,243000,74.0,Porto,3283.78
12512,3,304500,136.7,Faro,2227.51
7956,3,167000,84.0,Lisboa,1988.1
9262,0,400000,70.0,Porto,5714.29
13844,2,162500,110.0,Porto,1477.27
