,Rooms,Price,Area,Location,Price_m2
9103,3,147500,127.29,Santarém,1158.77
6759,4,899000,134.95,Lisboa,6661.73
625,4,385000,135.0,Porto,2851.85
5549,3,515000,117.0,Setúbal,4401.71
11453,2,230000,68.0,Setúbal,3382.35
107,2,830000,160.0,Lisboa,5187.5
4734,6,2900000,646.0,Lisboa,4489.16
16084,4,384000,130.0,Lisboa,2953.85
726,3,240000,85.0,Lisboa,2823.53
3359,2,380000,103.0,Lisboa,3689.32
11922,1,400000,120.0,Lisboa,3333.33
234,3,435000,118.0,Lisboa,3686.44
10750,4,950000,145.0,Lisboa,6551.72
9801,3,260000,220.95,Viana do Castelo,1176.74
13564,2,650000,125.0,Lisboa,5200.0
1521,2,230000,107.0,Setúbal,2149.53
1213,2,270000,90.0,Porto,3000.0
6964,3,345000,112.0,Setúbal,3080.36
15170,2,450000,96.0,Ilha da Madeira,4687.5
1381,3,214900,88.0,Braga,2442.05
4068,2,475000,120.0,Setúbal,3958.33
10175,1,533500,54.57,Lisboa,9776.43
5340,3,675000,366.65,Faro,1840.99
9647,1,372000,75.0,Porto,4960.0
13565,3,365000,158.3,Porto,2305.75
15279,1,221500,61.01,Braga,3630.55
11193,2,357000,81.0,Porto,4407.41
14045,1,149000,60.0,Porto,2483.33
3123,3,545000,102.0,Porto,5343.14
6124,4,1450000,288.01,Porto,5034.55
3088,2,320000,87.5,Porto,3657.14
4923,3,365000,93.0,Aveiro,3924.73
6376,3,295000,91.0,Lisboa,3241.76
9835,2,294000,100.0,Porto,2940.0
10172,2,413400,100.48,Faro,4114.25
12749,1,415000,66.15,Lisboa,6273.62
4061,3,265000,128.0,Setúbal,2070.31
12560,2,205000,84.0,Porto,2440.48
7470,2,399900,61.0,Lisboa,6555.74
9802,3,650000,120.0,Lisboa,5416.67
7308,3,670000,137.0,Lisboa,4890.51
14060,4,600000,212.95,Faro,2817.56
8681,3,349000,132.0,Coimbra,2643.94
4353,2,220000,63.4,Faro,3470.03
1586,4,495000,138.0,Coimbra,3586.96
6787,3,375000,97.8,Lisboa,3834.36
9713,3,198000,145.0,Santarém,1365.52
6409,4,1200000,182.0,Porto,6593.41
8800,3,465000,92.0,Porto,5054.35
6930,2,595000,112.5,Lisboa,5288.89
13824,2,184900,87.0,Porto,2125.29
3247,2,165000,65.02,Setúbal,2537.68
8278,2,420000,103.0,Faro,4077.67
2376,4,423000,103.0,Lisboa,4106.8
15979,2,245520,67.32,Aveiro,3647.06
4454,1,119000,30.0,Porto,3966.67
340,3,285000,106.0,Faro,2688.68
12058,2,419640,113.8,Aveiro,3687.52
4860,2,130000,64.0,Santarém,2031.25
5947,3,174900,137.0,Braga,1276.64
5175,2,515000,116.0,Porto,4439.66
12346,3,210000,91.0,Lisboa,2307.69
5288,2,269000,71.0,Lisboa,3788.73
14350,3,760000,120.0,Lisboa,6333.33
4937,2,395000,105.0,Lisboa,3761.9
6703,2,785000,103.0,Lisboa,7621.36
10983,2,903552,89.0,Setúbal,10152.27
7341,3,390000,129.0,Aveiro,3023.26
13511,3,275000,126.0,Leiria,2182.54
13281,0,280000,34.0,Faro,8235.29
15670,3,240000,105.0,Setúbal,2285.71
3916,2,285000,79.5,Coimbra,3584.91
1065,3,495000,119.0,Porto,4159.66
3105,3,740000,194.25,Setúbal,3809.52
10807,3,1950000,186.0,Lisboa,10483.87
212,2,224990,83.0,Aveiro,2710.72
1151,3,400000,117.0,Porto,3418.8
12028,2,1280000,146.0,Lisboa,8767.12
4921,3,330000,134.6,Faro,2451.71
14388,2,350000,80.0,Setúbal,4375.0
4690,2,352775,116.0,Porto,3041.16
608,2,278000,94.0,Porto,2957.45
324,4,1680000,201.0,Lisboa,8358.21
10767,2,365000,86.29,Porto,4229.92
2805,4,390000,165.0,Porto,2363.64
8270,4,528000,190.0,Aveiro,2778.95
4110,3,172000,128.0,Santarém,1343.75
4791,2,199800,103.0,Coimbra,1939.81
11044,4,417000,150.5,Porto,2770.76
1620,2,530000,90.78,Lisboa,5838.29
12451,3,764900,158.0,Porto,4841.14
1039,1,372000,75.0,Porto,4960.0
778,2,245000,92.45,Porto,2650.08
11360,1,205000,66.0,Viana do Castelo,3106.06
7694,2,148000,65.0,Lisboa,2276.92
10956,3,237500,104.0,Faro,2283.65
303,3,360000,116.0,Lisboa,3103.45
13508,1,134900,129.5,Coimbra,1041.7
9344,1,173250,61.95,Porto,2796.61
6776,2,149000,96.8,Porto,1539.26
9728,3,298000,81.0,Porto,3679.01
51,3,450000,129.0,Porto,3488.37
3142,2,151900,96.0,Braga,1582.29
8575,3,370000,120.0,Setúbal,3083.33
6642,3,850000,141.0,Lisboa,6028.37
5193,1,259000,56.0,Porto,4625.0
15418,2,410000,83.3,Faro,4921.97
13039,2,307230,102.0,Faro,3012.06
5770,1,240000,38.0,Lisboa,6315.79
2339,4,1150000,142.0,Lisboa,8098.59
6612,2,189900,96.2,Porto,1974.01
8557,4,393688944,230.76,Lisboa,1706053.67
7676,2,310000,78.0,Braga,3974.36
3460,2,192000,90.0,Lisboa,2133.33
15702,1,350000,52.9,Ilha da Madeira,6616.26
1353,3,615000,167.55,Lisboa,3670.55
1078,3,275000,225.0,Aveiro,1222.22
3828,2,611000,98.3,Lisboa,6215.67
11325,3,680000,157.08,Viana do Castelo,4329.0
10471,2,105000,46.0,Santarém,2282.61
13430,3,430000,125.0,Lisboa,3440.0
5728,3,1980000,237.8,Lisboa,8326.32
1257,3,625000,123.0,Faro,5081.3
9313,2,224000,68.0,Porto,3294.12
11140,1,445000,78.98,Lisboa,5634.34
8257,3,366000,148.0,Aveiro,2472.97
14104,2,528000,116.0,Ilha da Madeira,4551.72
12446,1,350000,61.0,Lisboa,5737.7
13600,1,171000,65.0,Bragança,2630.77
15034,1,490000,56.0,Lisboa,8750.0
9519,2,514000,97.0,Porto,5298.97
11670,2,572090,116.0,Faro,4931.81
9282,4,555000,120.0,Porto,4625.0
12074,4,1375000,259.65,Lisboa,5295.59
2424,2,340000,72.0,Setúbal,4722.22
16047,2,329400,68.0,Porto,4844.12
10484,2,350000,115.0,Leiria,3043.48
8789,3,278500,125.0,Porto,2228.0
15995,2,400000,90.0,Porto,4444.44
2105,4,460000,100.5,Faro,4577.11
14011,1,125000,56.7,Braga,2204.59
10605,2,299900,51.0,Lisboa,5880.39
6982,2,299900,85.5,Porto,3507.6
3880,1,235920,71.0,Faro,3322.82
11916,5,2100000,293.0,Porto,7167.24
6907,5,420000,186.0,Faro,2258.06
5718,6,520000,229.69,Porto,2263.92
16131,1,300000,61.6,Ilha da Madeira,4870.13
3367,3,298000,135.0,Ilha de São Miguel,2207.41
10950,2,465500,115.0,Porto,4047.83
9356,3,343088,166.0,Porto,2066.8
8913,2,445000,99.89,Setúbal,4454.9
11736,1,197000,52.4,Faro,3759.54
8862,2,190000,75.0,Lisboa,2533.33
10705,2,135000,91.0,Aveiro,1483.52
6416,3,325000,153.0,Setúbal,2124.18
8349,3,250500,133.0,Castelo Branco,1883.46
9705,2,955000,119.47,Faro,7993.64
5248,2,720000,122.0,Faro,5901.64
4978,3,392500,105.0,Porto,3738.1
3607,4,310000,125.9,Lisboa,2462.27
3364,3,1050000,164.65,Lisboa,6377.16
16120,2,280000,81.0,Faro,3456.79
7587,2,249900,84.8,Porto,2946.93
1507,3,290000,140.0,Porto,2071.43
1337,3,195000,83.0,Setúbal,2349.4
15910,3,360000,163.74,Setúbal,2198.61
7211,3,320000,148.0,Porto,2162.16
14153,3,435000,119.0,Lisboa,3655.46
11927,2,225000,82.0,Porto,2743.9
5989,2,418700,100.48,Faro,4167.0
15852,2,327500,75.0,Setúbal,4366.67
7204,3,360000,125.0,Setúbal,2880.0
5870,3,239900,140.0,Porto,1713.57
12552,4,339500,192.0,Lisboa,1768.23
11921,1,175500,71.0,Faro,2471.83
6737,1,560000,60.0,Lisboa,9333.33
786,2,225000,86.4,Porto,2604.17
11704,2,355000,83.0,Porto,4277.11
2886,2,262500,125.0,Ilha de São Miguel,2100.0
15401,2,395000,128.0,Porto,3085.94
5693,4,345000,142.8,Santarém,2415.97
5441,3,369000,137.0,Porto,2693.43
8280,2,385000,103.0,Faro,3737.86
15435,4,425000,126.0,Setúbal,3373.02
7427,3,327500,106.45,Setúbal,3076.56
8732,3,460000,104.8,Aveiro,4389.31
7890,2,700000,107.9,Lisboa,6487.49
13695,1,286000,60.0,Lisboa,4766.67
10455,2,390000,194.0,Lisboa,2010.31
5308,1,189000,52.0,Porto,3634.62
12767,6,675000,260.0,Porto,2596.15
2006,3,787000,120.0,Lisboa,6558.33
34,3,199000,145.5,Braga,1367.7
964,2,550000,90.0,Lisboa,6111.11
9433,3,380000,131.0,Setúbal,2900.76
1514,2,370185,78.29,Porto,4728.38
2528,3,352500,171.0,Leiria,2061.4
10412,1,349000,48.3,Lisboa,7225.67
5065,4,345000,188.0,Braga,1835.11
2797,1,250000,50.0,Lisboa,5000.0
3206,1,310000,60.6,Lisboa,5115.51
15855,2,507688,109.0,Porto,4657.69
12049,3,485120,130.81,Aveiro,3708.58
3557,1,210000,51.0,Porto,4117.65
2701,1,137500,49.0,Lisboa,2806.12
1676,2,365000,78.37,Lisboa,4657.39
98,0,329000,85.75,Aveiro,3836.73
3562,2,249000,99.0,Porto,2515.15
15506,3,275000,160.0,Santarém,1718.75
6701,3,1170000,142.0,Lisboa,8239.44
5868,2,168000,95.0,Porto,1768.42
1444,3,630000,154.19,Viana do Castelo,4085.87
7425,2,180000,88.0,Porto,2045.45
15032,1,510000,56.0,Lisboa,9107.14
13946,1,270000,61.0,Porto,4426.23
7350,2,295900,85.5,Porto,3460.82
13683,3,335000,150.0,Setúbal,2233.33
13667,3,280000,114.0,Porto,2456.14
15744,2,189500,75.0,Lisboa,2526.67
9157,2,260000,95.0,Viana do Castelo,2736.84
7375,2,189000,102.88,Braga,1837.09
15949,2,370000,110.0,Porto,3363.64
6400,1,103000,69.75,Braga,1476.7
3081,1,295900,52.0,Lisboa,5690.38
709,3,198000,115.0,Setúbal,1721.74
12944,3,170000,115.0,Braga,1478.26
5704,2,306000,130.0,Porto,2353.85
12819,2,140000,83.0,Santarém,1686.75
8191,1,510000,48.0,Lisboa,10625.0
15688,1,295000,64.9,Ilha da Madeira,4545.45
4512,2,646000,115.0,Porto,5617.39
1054,2,155000,90.0,Setúbal,1722.22
254,2,140000,82.0,Coimbra,1707.32
8918,2,424000,99.89,Setúbal,4244.67
7920,3,99000,92.0,Coimbra,1076.09
7096,3,895000,174.0,Ilha da Madeira,5143.68
8416,3,410000,114.0,Lisboa,3596.49
325,4,680000,170.5,Lisboa,3988.27
11772,5,4300000,274.1,Lisboa,15687.71
3284,1,149500,39.0,Leiria,3833.33
6031,3,1965000,237.0,Lisboa,8291.14
6475,3,335000,107.0,Setúbal,3130.84
5729,4,3534577,258.63,Lisboa,13666.54
14830,4,1495000,258.86,Lisboa,5775.32
6639,2,650000,133.0,Lisboa,4887.22
12033,2,435000,92.43,Porto,4706.26
6725,1,424600,72.0,Lisboa,5897.22
3162,4,330000,128.0,Faro,2578.12
9542,3,495000,125.1,Porto,3956.83
4492,1,480000,63.0,Faro,7619.05
10266,5,250000,149.0,Braga,1677.85
4078,3,515000,136.5,Lisboa,3772.89
5658,3,490000,80.0,Lisboa,6125.0
12566,2,245000,76.0,Porto,3223.68
9617,3,425000,132.5,Lisboa,3207.55
1188,1,160000,42.0,Porto,3809.52
14893,2,365000,91.08,Ilha da Madeira,4007.47
619,2,328000,70.81,Porto,4632.11
13019,3,365000,101.0,Porto,3613.86
7703,3,250000,130.0,Porto,1923.08
10058,3,295000,140.0,Porto,2107.14
5622,2,205000,82.0,Viana do Castelo,2500.0
2051,4,485000,177.0,Porto,2740.11
6939,3,325000,88.0,Lisboa,3693.18
2461,3,250000,82.0,Setúbal,3048.78
5061,2,320000,88.0,Porto,3636.36
9328,2,255000,98.1,Setúbal,2599.39
6512,1,240000,83.0,Porto,2891.57
1486,3,305000,126.0,Santarém,2420.63
12774,5,570000,182.0,Porto,3131.87
3087,1,225000,57.8,Porto,3892.73
11929,2,495000,94.7,Faro,5227.03
9657,1,450000,82.0,Porto,5487.8
3303,3,322592,87.05,Porto,3705.82
3225,2,225000,87.0,Porto,2586.21
8087,2,985000,115.0,Lisboa,8565.22
1281,4,260000,104.0,Faro,2500.0
9506,2,510000,102.0,Ilha da Madeira,5000.0
2077,1,185000,47.8,Porto,3870.29
11827,2,340000,83.0,Porto,4096.39
8555,2,398000,108.0,Porto,3685.19
7408,5,497000,168.0,Porto,2958.33
3861,3,220000,101.44,Leiria,2168.77
13230,3,230000,110.0,Setúbal,2090.91
11549,3,440000,140.0,Braga,3142.86
1739,0,144000,24.8,Porto,5806.45
7001,0,172000,35.0,Porto,4914.29
8398,3,299000,130.0,Porto,2300.0
15843,2,272500,64.0,Setúbal,4257.81
14166,2,745000,110.0,Lisboa,6772.73
115,2,169900,83.5,Porto,2034.73
5762,3,495000,119.3,Porto,4149.2
8028,1,300000,41.8,Porto,7177.03
3047,3,625000,173.0,Lisboa,3612.72
295,3,545000,114.0,Lisboa,4780.7
13763,2,162000,93.0,Lisboa,1741.94
6403,2,720000,122.8,Lisboa,5863.19
1615,2,215000,70.0,Lisboa,3071.43
1749,2,255000,92.0,Setúbal,2771.74
10802,2,299900,51.0,Lisboa,5880.39
7652,1,130000,83.0,Braga,1566.27
9450,2,435000,73.5,Lisboa,5918.37
12404,2,455000,134.0,Faro,3395.52
10815,2,325000,92.45,Faro,3515.41
15317,4,1080000,185.0,Lisboa,5837.84
10538,4,1950000,247.0,Lisboa,7894.74
13977,3,180000,107.22,Apartamento para comprar: Castelo Branco,1678.79
689,2,390000,99.0,Aveiro,3939.39
5135,4,910000,159.0,Porto,5723.27
6902,5,595000,269.4,Leiria,2208.61
5815,2,1190000,111.0,Faro,10720.72
14884,3,300000,112.0,Lisboa,2678.57
11815,2,187500,62.0,Setúbal,3024.19
8216,3,249900,149.0,Lisboa,1677.18
2702,2,297500,68.0,Setúbal,4375.0
8948,3,565000,105.0,Lisboa,5380.95
13976,2,195000,72.0,Coimbra,2708.33
11703,2,355000,83.0,Porto,4277.11
4977,3,260000,120.0,Porto,2166.67
15308,3,520450,123.0,Porto,4231.3
7707,2,304500,85.0,Faro,3582.35
11008,0,420800,46.0,Setúbal,9147.83
14856,3,775000,133.0,Lisboa,5827.07
15027,1,550000,56.0,Lisboa,9821.43
3476,3,431000,150.19,Setúbal,2869.7
12481,4,2500000,550.94,Ilha da Madeira,4537.7
6011,2,192900,88.3,Porto,2184.6
14517,3,1460000,134.0,Lisboa,10895.52
10370,3,815000,110.0,Lisboa,7409.09
11340,4,350000,139.0,Porto,2517.99
3240,2,295000,81.0,Porto,3641.98
7327,4,2400000,292.0,Lisboa,8219.18
4489,2,300000,102.0,Braga,2941.18
14103,2,588000,128.0,Ilha da Madeira,4593.75
13871,2,184900,86.95,Porto,2126.51
6747,2,985000,116.0,Lisboa,8491.38
13353,3,455000,176.0,Braga,2585.23
12167,1,289900,34.0,Lisboa,8526.47
10502,3,189500,85.0,Setúbal,2229.41
3024,4,900000,246.81,Faro,3646.53
1200,3,259000,111.7,Braga,2318.71
9153,3,380000,118.45,Setúbal,3208.1
15428,1,285000,53.9,Porto,5287.57
8305,3,229900,129.0,Braga,1782.17
11920,4,850000,207.0,Porto,4106.28
502,1,237216,69.0,Faro,3437.91
559,3,2500000,164.91,Lisboa,15159.78
14851,2,280000,105.0,Braga,2666.67
3549,2,295900,85.5,Porto,3460.82
14715,1,220000,49.0,Aveiro,4489.8
2304,1,416000,79.54,Faro,5230.07
15924,2,985000,115.95,Lisboa,8495.04
6225,3,399900,80.0,Lisboa,4998.75
1700,1,255000,82.57,Faro,3088.29
8477,1,165900,55.0,Porto,3016.36
1582,3,695000,152.0,Lisboa,4572.37
5081,2,250000,82.0,Leiria,3048.78
14401,3,1138637,140.0,Lisboa,8133.12
9878,3,2100000,162.0,Lisboa,12962.96
12505,3,385000,136.0,Setúbal,2830.88
10899,2,425000,76.68,Porto,5542.51
11694,2,650000,94.0,Ilha da Madeira,6914.89
6648,4,1100000,190.6,Lisboa,5771.25
1836,3,172500,137.0,Braga,1259.12
5126,2,425560,106.39,Braga,4000.0
3443,3,175000,122.0,Coimbra,1434.43
2176,3,800000,214.0,Porto,3738.32
14515,3,1000000,134.0,Lisboa,7462.69
12919,3,179000,150.0,Aveiro,1193.33
8740,0,321000,27.1,Lisboa,11845.02
93,2,224000,68.5,Aveiro,3270.07
11364,4,1061000,144.0,Lisboa,7368.06
480,4,675000,174.0,Lisboa,3879.31
3775,3,385000,120.0,Lisboa,3208.33
1679,2,199600,70.0,Faro,2851.43
2780,1,230000,75.0,Porto,3066.67
7850,0,220536,55.1,Porto,4002.47
2347,2,810000,112.0,Lisboa,7232.14
7574,2,200000,131.0,Viana do Castelo,1526.72
15071,1,176990,59.0,Aveiro,2999.83
138,2,335000,104.0,Aveiro,3221.15
14653,3,126500,93.0,Apartamento para comprar: Castelo Branco,1360.22
4881,4,399000,159.0,Porto,2509.43
14065,4,387500,135.0,Porto,2870.37
9151,3,85000,85.0,Bragança,1000.0
802,3,269900,108.0,Setúbal,2499.07
7269,3,1200000,185.5,Lisboa,6469.0
14314,2,235000,115.0,Braga,2043.48
11752,3,480000,133.95,Faro,3583.43
8423,3,760000,105.05,Lisboa,7234.65
11266,2,1890000,123.0,Faro,15365.85
14140,2,630000,70.0,Porto,9000.0
8391,3,780000,136.0,Lisboa,5735.29
1695,1,440000,72.0,Ilha da Madeira,6111.11
12800,2,340000,110.0,Ilha da Madeira,3090.91
14201,2,516000,109.0,Porto,4733.94
7458,3,179500,150.0,Leiria,1196.67
2388,2,260000,82.0,Faro,3170.73
1256,2,155000,82.0,Braga,1890.24
12381,3,350000,115.0,Lisboa,3043.48
12753,1,690000,92.0,Lisboa,7500.0
8803,2,425000,104.0,Porto,4086.54
8453,2,424000,100.48,Faro,4219.75
15203,2,195900,85.0,Porto,2304.71
15741,3,300000,123.7,Setúbal,2425.22
3089,3,405000,116.0,Aveiro,3491.38
16093,4,547000,109.0,Lisboa,5018.35
7465,2,365000,93.4,Lisboa,3907.92
15062,1,395000,55.0,Porto,7181.82
12764,3,470000,138.0,Aveiro,3405.8
4355,2,198500,43.8,Lisboa,4531.96
6297,2,354600,82.7,Porto,4287.79
15109,1,424000,64.0,Lisboa,6625.0
9006,2,201000,75.0,Porto,2680.0
9036,4,1600000,242.26,Lisboa,6604.47
3231,3,300000,135.75,Faro,2209.94
5444,2,410000,85.0,Porto,4823.53
4447,3,335000,138.36,Lisboa,2421.22
4360,2,267500,66.0,Porto,4053.03
9265,4,1390000,165.0,Lisboa,8424.24
11737,3,450000,130.0,Coimbra,3461.54
11913,4,4500000,302.0,Lisboa,14900.66
11966,2,125000,81.0,Santarém,1543.21
7863,2,710000,97.7,Lisboa,7267.14
12990,3,325000,110.0,Braga,2954.55
15364,3,632839,152.0,Porto,4163.41
4674,2,190000,103.0,Leiria,1844.66
11603,3,545000,102.0,Porto,5343.14
2789,3,365000,141.0,Porto,2588.65
10248,4,167500,130.0,Leiria,1288.46
8204,1,480000,51.0,Lisboa,9411.76
11746,3,295000,116.0,Setúbal,2543.1
9230,1,235000,91.0,Porto,2582.42
10944,2,329000,92.0,Porto,3576.09
1428,1,232000,71.3,Viana do Castelo,3253.86
4972,4,495000,121.0,Lisboa,4090.91
10940,3,475000,127.4,Aveiro,3728.41
3583,3,575000,89.0,Lisboa,6460.67
3559,1,230000,63.56,Faro,3618.63
3128,3,435500,145.0,Setúbal,3003.45
7298,2,480000,77.0,Lisboa,6233.77
3293,3,249900,110.0,Braga,2271.82
896,2,195000,82.0,Porto,2378.05
6544,3,510000,88.0,Lisboa,5795.45
4971,4,1400000,217.0,Porto,6451.61
7469,2,430000,93.01,Porto,4623.16
14787,3,259900,111.0,Porto,2341.44
839,4,515000,148.0,Lisboa,3479.73
11657,4,180000,134.0,Santarém,1343.28
424,2,363100,88.33,Porto,4110.72
6733,2,390000,68.0,Lisboa,5735.29
436,1,252000,61.2,Porto,4117.65
6568,2,360000,90.0,Porto,4000.0
14722,2,359988,63.0,Porto,5714.1
581,2,285000,76.0,Porto,3750.0
5020,2,288000,136.3,Faro,2112.99
1466,2,260000,86.0,Porto,3023.26
7246,2,985000,116.0,Lisboa,8491.38
5084,3,310000,118.0,Leiria,2627.12
14724,2,189000,83.0,Porto,2277.11
9974,4,935000,163.26,Porto,5727.06
5905,2,130000,63.0,Braga,2063.49
4409,3,265000,118.0,Porto,2245.76
8565,3,320000,113.0,Porto,2831.86
1248,2,190154,78.0,Porto,2437.87
11804,2,192500,96.0,Porto,2005.21
6402,4,2350000,213.0,Lisboa,11032.86
150,1,195000,56.0,Aveiro,3482.14
5732,3,183000,111.3,Viana do Castelo,1644.2
10285,2,160000,90.0,Porto,1777.78
3572,2,310000,93.8,Coimbra,3304.9
14680,2,805000,111.0,Lisboa,7252.25
14357,3,895000,153.0,Lisboa,5849.67
5075,3,595000,121.0,Porto,4917.36
3979,3,460000,125.07,Setúbal,3677.94
7964,2,225000,67.3,Porto,3343.24
9158,3,440000,114.5,Ilha da Madeira,3842.79
793,2,230000,87.2,Porto,2637.61
12090,3,577700,146.0,Faro,3956.85
12475,1,205000,64.08,Braga,3199.13
13028,3,325000,130.0,Lisboa,2500.0
4673,2,225000,84.0,Porto,2678.57
4817,2,249000,70.0,Porto,3557.14
4396,2,197500,89.0,Setúbal,2219.1
4123,2,360000,83.0,Porto,4337.35
7020,3,770000,118.0,Lisboa,6525.42
628,3,347500,110.0,Porto,3159.09
13175,1,229000,40.16,Faro,5702.19
9030,0,185000,23.45,Porto,7889.13
9842,3,410000,144.5,Porto,2837.37
1982,3,237500,90.0,Braga,2638.89
2287,3,520000,133.68,Porto,3889.89
10120,1,670000,149.7,Lisboa,4475.62
7080,0,150000,58.0,Aveiro,2586.21
2859,1,210000,55.03,Aveiro,3816.1
12360,2,215000,66.7,Setúbal,3223.39
1799,4,1340000,237.6,Porto,5639.73
1363,3,1017000,136.0,Porto,7477.94
3597,3,279000,93.0,Porto,3000.0
13866,2,290000,91.2,Porto,3179.82
11249,2,278000,102.0,Faro,2725.49
6156,3,550000,137.0,Porto,4014.6
12060,2,414640,113.8,Aveiro,3643.59
12452,3,695000,141.2,Lisboa,4922.1
4300,4,595000,160.0,Lisboa,3718.75
8697,0,395000,68.0,Lisboa,5808.82
5953,2,152000,72.0,Aveiro,2111.11
9844,2,330000,117.5,Porto,2808.51
2863,3,119000,85.0,Coimbra,1400.0
14087,2,199500,55.0,Lisboa,3627.27
3143,3,310000,106.0,Leiria,2924.53
8830,2,295000,170.0,Lisboa,1735.29
15465,5,576000,232.0,Porto,2482.76
13870,2,185900,86.95,Porto,2138.01
6798,3,570000,74.63,Lisboa,7637.68
6174,2,420000,134.5,Porto,3122.68
14878,2,273000,90.0,Viseu,3033.33
10752,2,249000,71.0,Leiria,3507.04
12459,1,192000,67.11,Braga,2860.97
10692,3,265900,100.0,Porto,2659.0
15030,1,510000,56.0,Lisboa,9107.14
9138,3,260000,127.0,Porto,2047.24
3199,4,2500000,550.94,Ilha da Madeira,4537.7
3628,2,159900,96.0,Braga,1665.62
10439,0,227500,45.91,Porto,4955.35
3910,3,265000,143.0,Coimbra,1853.15
2610,3,221000,105.0,Faro,2104.76
4915,3,660000,134.0,Porto,4925.37
11080,3,285000,130.0,Lisboa,2192.31
1189,2,199900,80.0,Porto,2498.75
10254,2,285600,104.0,Porto,2746.15
12839,1,398000,66.15,Lisboa,6016.63
15201,3,262500,96.15,Porto,2730.11
13290,4,140000,98.0,Porto,1428.57
15510,3,2200000,136.0,Lisboa,16176.47
4164,4,1550000,173.0,Lisboa,8959.54
1239,2,210000,73.0,Setúbal,2876.71
9150,3,750000,130.0,Lisboa,5769.23
7482,5,1398000,167.0,Porto,8371.26
2830,2,167500,94.0,Porto,1781.91
7952,3,575000,122.0,Lisboa,4713.11
14227,2,339500,126.0,Lisboa,2694.44
1251,2,330000,81.0,Lisboa,4074.07
1907,5,799000,276.0,Setúbal,2894.93
6732,2,235000,78.0,Viana do Castelo,3012.82
644,2,559000,86.0,Beja,6500.0
2205,7,310000,165.0,Coimbra,1878.79
3302,1,330000,66.0,Porto,5000.0
16108,1,300000,61.6,Ilha da Madeira,4870.13
7848,2,289900,86.0,Porto,3370.93
263,3,87000,81.19,Leiria,1071.56
3006,3,648000,136.0,Setúbal,4764.71
3716,2,155000,96.0,Aveiro,1614.58
13928,2,770000,127.0,Ilha da Madeira,6062.99
7081,4,395000,111.35,Lisboa,3547.37
9254,3,167500,78.0,Ilha da Madeira,2147.44
14806,5,645000,278.0,Faro,2320.14
14642,2,350000,120.0,Setúbal,2916.67
9239,2,270300,103.4,Porto,2614.12
1832,3,160000,112.0,Aveiro,1428.57
499,2,368369,95.0,Porto,3877.57
13601,2,450000,114.0,Ilha da Madeira,3947.37
1166,2,309000,117.0,Braga,2641.03
15973,2,323520,86.0,Aveiro,3761.86
2091,4,580000,141.0,Porto,4113.48
7178,2,260000,95.0,Viana do Castelo,2736.84
8968,2,159900,62.0,Setúbal,2579.03
6147,2,275000,113.55,Lisboa,2421.84
3294,2,239900,72.0,Porto,3331.94
4757,0,150000,36.0,Porto,4166.67
14604,2,160000,75.0,Setúbal,2133.33
14696,1,235000,61.0,Viseu,3852.46
12855,2,215000,107.0,Santarém,2009.35
15047,1,155990,59.0,Aveiro,2643.9
2119,2,485000,65.0,Faro,7461.54
1778,1,205000,53.0,Porto,3867.92
6662,2,282500,99.0,Lisboa,2853.54
11782,3,375000,124.0,Viana do Castelo,3024.19
10403,3,575000,174.0,Setúbal,3304.6
16019,3,535000,127.8,Porto,4186.23
8711,3,320000,108.0,Leiria,2962.96
3455,3,432600,145.0,Porto,2983.45
7106,3,259500,70.0,Porto,3707.14
622,3,565000,128.1,Porto,4410.62
8833,2,500000,100.0,Lisboa,5000.0
383,2,720000,145.0,Lisboa,4965.52
9727,1,165000,62.85,Castelo Branco,2625.3
13245,3,570000,103.0,Lisboa,5533.98
6968,3,239900,112.7,Porto,2128.66
3798,3,235000,191.0,Coimbra,1230.37
14518,3,395000,140.52,Braga,2810.99
5266,4,350000,223.0,Apartamento para comprar: Viseu,1569.51
6213,1,340000,89.3,Porto,3807.39
2817,4,347000,114.0,Lisboa,3043.86
15013,2,780000,116.0,Lisboa,6724.14
6340,3,435000,137.0,Porto,3175.18
332,3,890000,138.0,Lisboa,6449.28
4516,3,300000,95.0,Porto,3157.89
3189,2,595000,98.5,Faro,6040.61
10380,3,1285000,153.48,Lisboa,8372.43
7037,3,370000,96.71,Porto,3825.87
10327,2,297000,95.0,Porto,3126.32
402,3,460000,134.0,Lisboa,3432.84
16064,3,575600,118.0,Porto,4877.97
13285,3,200000,82.0,Lisboa,2439.02
744,2,260000,93.7,Faro,2774.81
1626,2,229500,81.0,Lisboa,2833.33
15373,3,380000,110.0,Setúbal,3454.55
37,1,645000,43.42,Lisboa,14854.91
10986,2,235000,134.14,Porto,1751.9
6095,2,408512,90.0,Porto,4539.02
5595,2,167500,94.0,Porto,1781.91
2926,3,230000,123.0,Braga,1869.92
6858,3,995000,148.0,Lisboa,6722.97
142,3,780000,125.0,Aveiro,6240.0
12461,1,197500,63.8,Braga,3095.61
14073,4,640000,213.6,Faro,2996.25
1357,2,800000,114.0,Faro,7017.54
4505,2,250000,124.0,Porto,2016.13
0,2,185000,104.7,Aveiro,1766.95
14697,1,220000,61.0,Viseu,3606.56
3139,3,725000,134.0,Lisboa,5410.45
5550,3,1150000,173.5,Lisboa,6628.24
14231,3,252000,120.0,Setúbal,2100.0
702,3,169900,120.0,Apartamento para comprar: Castelo Branco,1415.83
