,Index,Type,Price,Area,Location,Price_m2
9490,10086,T3,215000,132.15,Santarém,1626.94
9491,10087,T3,650000,128.0,Porto,5078.12
9492,10088,T3,530000,128.0,Porto,4140.62
9493,10089,T3,470000,166.0,Faro,2831.33
9494,10090,T3,323000,107.0,Porto,3018.69
9495,10091,T2,150000,78.0,Santarém,1923.08
9496,10092,T5,1900000,275.96,Lisboa,6885.06
9497,10093,T2,247000,78.0,Porto,3166.67
9498,10094,T3,320000,107.0,Porto,2990.65
9499,10096,T3,450000,146.2,Lisboa,3077.98
9500,10097,T2,199900,64.0,Setúbal,3123.44
9501,10098,T1,551250,118.0,Lisboa,4671.61
9502,10099,T2,195000,49.0,Faro,3979.59
9503,10100,T2,280000,85.0,Coimbra,3294.12
9504,10101,T2,470000,127.3,Porto,3692.07
9505,10102,T4,335000,127.0,Porto,2637.8
9506,10103,T2,510000,102.0,Ilha da Madeira,5000.0
9507,10104,T4,1100000,195.0,Ilha da Madeira,5641.03
9508,10105,T3,465000,96.73,Porto,4807.2
9509,10106,T2,665500,115.0,Porto,5786.96
9510,10107,T4,2100000,250.0,Porto,8400.0
9511,10108,T2,320000,114.5,Porto,2794.76
9512,10109,T1,850000,107.0,Lisboa,7943.93
9513,10110,T3,294000,128.0,Braga,2296.88
9514,10111,T3,450000,136.0,Porto,3308.82
9515,10112,T4,1650000,258.0,Porto,6395.35
9516,10113,T3,915000,158.0,Porto,5791.14
9517,10114,T4,910000,182.7,Porto,4980.84
9518,10116,T2,220000,69.0,Faro,3188.41
9519,10117,T2,514000,97.0,Porto,5298.97
9520,10119,T4,685000,164.0,Lisboa,4176.83
9521,10120,T3,495000,169.0,Porto,2928.99
9522,10121,T3,364000,136.75,Faro,2661.79
9523,10122,T2,260000,79.17,Faro,3284.07
9524,10123,T4,1050000,184.0,Porto,5706.52
9525,10126,T3,789000,104.0,Lisboa,7586.54
9526,10127,T4,532000,160.0,Porto,3325.0
9527,10128,T1,197000,46.0,Braga,4282.61
9528,10129,T3,470000,178.0,Faro,2640.45
9529,10130,T3,370000,139.0,Lisboa,2661.87
9530,10131,T3,545000,107.0,Porto,5093.46
9531,10132,T3,337000,106.0,Porto,3179.25
9532,10133,T3,1114500,135.0,Lisboa,8255.56
9533,10134,T2,272000,92.5,Porto,2940.54
9534,10135,T1,420000,69.5,Lisboa,6043.17
9535,10136,T4,1150000,195.0,Ilha da Madeira,5897.44
9536,10137,T2,650000,122.0,Ilha da Madeira,5327.87
9537,10138,T2,305000,102.0,Porto,2990.2
9538,10139,T2,277900,81.0,Porto,3430.86
9539,10140,T2,168500,86.6,Aveiro,1945.73
9540,10141,T1,214900,70.0,Porto,3070.0
9541,10142,T2,540000,100.97,Porto,5348.12
9542,10143,T3,495000,125.1,Porto,3956.83
9543,10144,T2,442500,93.33,Porto,4741.24
9544,10145,T2,259000,88.69,Faro,2920.28
9545,10146,T2,257000,93.0,Porto,2763.44
9546,10147,T2,450000,111.0,Faro,4054.05
9547,10148,T2,227500,87.85,Castelo Branco,2589.64
9548,10149,T4,790000,120.0,Lisboa,6583.33
9549,10150,T3,250500,142.0,Castelo Branco,1764.08
9550,10151,T2,190000,98.0,Porto,1938.78
9551,10152,T2,297900,88.5,Porto,3366.1
9552,10153,T2,190000,98.0,Porto,1938.78
9553,10154,T2,297900,88.5,Porto,3366.1
9554,10156,T4,1550000,200.0,Lisboa,7750.0
9555,10157,T3,2500000,251.16,Lisboa,9953.81
9556,10158,T2,1200000,133.61,Lisboa,8981.36
9557,10159,T3,2500000,228.9,Lisboa,10921.8
9558,10160,T0,215000,40.0,Faro,5375.0
9559,10161,T0,180000,33.0,Porto,5454.55
9560,10162,T2,235000,83.43,Braga,2816.73
9561,10163,T2,260000,79.7,Faro,3262.23
9562,10165,T3,370000,155.0,Setúbal,2387.1
9563,10166,T1,145000,47.0,Faro,3085.11
9564,10167,T3,149500,120.0,Porto,1245.83
9565,10168,T2,240000,100.0,Porto,2400.0
9566,10169,T2,189500,80.0,Setúbal,2368.75
9567,10170,T5,1980000,350.0,Lisboa,5657.14
9568,10171,T3,450000,132.0,Setúbal,3409.09
9569,10172,T1,315000,60.0,Porto,5250.0
9570,10173,T4,328000,177.5,Santarém,1847.89
9571,10174,T2,225000,84.0,Castelo Branco,2678.57
9572,10175,T1,230000,86.4,Faro,2662.04
9573,10176,T0,160000,35.0,Porto,4571.43
9574,10177,T1,220000,56.0,Porto,3928.57
9575,10178,T0,160000,38.0,Porto,4210.53
9576,10179,T3,345000,151.29,Faro,2280.39
9577,10180,T3,195000,107.0,Faro,1822.43
9578,10181,T2,740000,109.3,Lisboa,6770.36
9579,10182,T1,490000,68.5,Lisboa,7153.28
9580,10183,T1,540000,81.4,Lisboa,6633.91
9581,10184,T2,730000,121.1,Lisboa,6028.08
9582,10185,T3,415000,105.0,Lisboa,3952.38
9583,10186,T1,230000,42.0,Faro,5476.19
9584,10187,T2,165000,98.0,Braga,1683.67
9585,10188,T1,530000,79.9,Lisboa,6633.29
9586,10189,T1,460000,52.9,Lisboa,8695.65
9587,10190,T1,500000,63.02,Lisboa,7933.99
9588,10191,T1,470000,58.6,Lisboa,8020.48
9589,10192,T1,510000,73.3,Lisboa,6957.71
9590,10193,T1,530000,73.3,Lisboa,7230.56
9591,10194,T1,550000,62.02,Lisboa,8868.11
9592,10195,T2,700000,117.3,Lisboa,5967.6
9593,10196,T2,720000,130.7,Lisboa,5508.8
9594,10197,T2,700000,109.0,Lisboa,6422.02
9595,10198,T2,740000,120.3,Lisboa,6151.29
9596,10199,T2,750000,114.9,Lisboa,6527.42
9597,10200,T2,710000,97.7,Lisboa,7267.14
9598,10201,T2,760000,114.2,Lisboa,6654.99
9599,10202,T1,535000,85.0,Lisboa,6294.12
9600,10203,T2,760000,123.4,Lisboa,6158.83
9601,10204,T2,110000,92.0,Beja,1195.65
9602,10206,T1,520000,87.0,Lisboa,5977.01
9603,10207,T1,500000,68.9,Lisboa,7256.89
9604,10208,T1,480000,63.4,Lisboa,7570.98
9605,10209,T3,1100000,146.3,Lisboa,7518.8
9606,10210,T1,510000,80.9,Lisboa,6304.08
9607,10211,T1,440000,52.4,Lisboa,8396.95
9608,10212,T1,470000,69.1,Lisboa,6801.74
9609,10213,T1,510000,80.9,Lisboa,6304.08
9610,10214,T1,490000,75.1,Lisboa,6524.63
9611,10215,T1,550000,68.9,Lisboa,7982.58
9612,10216,T4,1769000,213.75,Lisboa,8276.02
9613,10217,T1,141000,33.0,Braga,4272.73
9614,10218,T3,440000,132.5,Lisboa,3320.75
9615,10219,T3,435000,132.5,Lisboa,3283.02
9616,10220,T3,410000,132.5,Lisboa,3094.34
9617,10221,T3,425000,132.5,Lisboa,3207.55
9618,10222,T3,515000,132.5,Lisboa,3886.79
9619,10223,T4,520000,168.2,Setúbal,3091.56
9620,10224,T2,225000,100.0,Lisboa,2250.0
9621,10225,T3,469000,194.0,Faro,2417.53
9622,10226,T1,250000,85.05,Braga,2939.45
9623,10227,T1,378000,69.0,Porto,5478.26
9624,10228,T2,581000,109.0,Porto,5330.28
9625,10229,T3,884000,154.0,Porto,5740.26
9626,10230,T2,586000,109.0,Porto,5376.15
9627,10231,T4,485000,213.0,Porto,2277.0
9628,10232,T4,935000,200.0,Lisboa,4675.0
9629,10233,T3,650000,125.83,Porto,5165.7
9630,10234,T3,195624,105.0,Porto,1863.09
9631,10235,T3,310000,183.0,Braga,1693.99
9632,10236,T2,441000,109.0,Porto,4045.87
9633,10237,T3,836000,154.0,Porto,5428.57
9634,10238,T1,446000,91.0,Porto,4901.1
9635,10239,T2,195500,70.0,Porto,2792.86
9636,10240,T2,280000,106.0,Braga,2641.51
9637,10241,T1,230000,48.41,Porto,4751.08
9638,10242,T2,637000,115.0,Porto,5539.13
9639,10243,T2,272500,104.0,Braga,2620.19
9640,10244,T4,535000,208.8,Porto,2562.26
9641,10245,T3,750000,127.14,Porto,5899.01
9642,10246,T2,565000,79.0,Lisboa,7151.9
9643,10247,T3,485000,96.73,Porto,5013.96
9644,10248,T3,465000,96.73,Porto,4807.2
9645,10249,T3,920000,122.0,Setúbal,7540.98
9646,10250,T3,470000,160.0,Porto,2937.5
9647,10251,T1,372000,75.0,Porto,4960.0
9648,10252,T2,360000,83.0,Porto,4337.35
9649,10253,T3,595000,100.26,Lisboa,5934.57
9650,10255,T1,350000,44.0,Lisboa,7954.55
9651,10256,T1,750000,97.0,Lisboa,7731.96
9652,10257,T3,365000,95.0,Lisboa,3842.11
9653,10258,T2,225000,82.0,Santarém,2743.9
9654,10259,T2,495000,135.0,Faro,3666.67
9655,10261,T3,1250000,169.93,Porto,7355.97
9656,10262,T2,1310000,173.0,Porto,7572.25
9657,10263,T1,450000,82.0,Porto,5487.8
9658,10264,T3,380000,125.0,Setúbal,3040.0
9659,10265,T1,220000,63.0,Porto,3492.06
9660,10266,T3,370000,157.0,Setúbal,2356.69
9661,10268,T3,365000,158.0,Setúbal,2310.13
9662,10269,T2,195000,86.0,Braga,2267.44
9663,10270,T3,365000,156.0,Setúbal,2339.74
9664,10271,T2,195000,68.0,Porto,2867.65
9665,10272,T2,197500,63.0,Setúbal,3134.92
9666,10273,T4,1900000,241.22,Lisboa,7876.63
9667,10274,T3,280000,102.0,Faro,2745.1
9668,10275,T3,2195000,160.0,Lisboa,13718.75
9669,10276,T3,739900,143.0,Porto,5174.13
9670,10277,T1,172500,59.8,Castelo Branco,2884.62
9671,10279,T2,290000,123.0,Faro,2357.72
9672,10280,T1,220000,52.0,Faro,4230.77
9673,10281,T3,110000,98.0,Leiria,1122.45
9674,10282,T2,325000,73.19,Aveiro,4440.5
9675,10283,T2,750000,100.0,Porto,7500.0
9676,10284,T0,275000,42.0,Porto,6547.62
9677,10285,T2,235500,111.6,Castelo Branco,2110.22
9678,10286,T2,227500,87.9,Castelo Branco,2588.17
9679,10287,T3,915000,158.0,Porto,5791.14
9680,10288,T2,615000,107.0,Porto,5747.66
9681,10289,T1,344000,46.6,Lisboa,7381.97
9682,10290,T2,230000,87.2,Castelo Branco,2637.61
9683,10291,T2,229500,89.0,Porto,2578.65
9684,10292,T4,890000,126.8,Lisboa,7018.93
9685,10293,T3,560000,100.0,Lisboa,5600.0
9686,10294,T1,590000,103.0,Porto,5728.16
9687,10295,T2,159900,79.0,Braga,2024.05
9688,10297,T2,279800,83.4,Lisboa,3354.92
9689,10298,T3,1399000,125.0,Lisboa,11192.0
9690,10299,T3,465000,98.67,Porto,4712.68
9691,10300,T3,465000,98.67,Porto,4712.68
9692,10301,T1,265000,50.0,Faro,5300.0
9693,10302,T3,915000,155.14,Porto,5897.9
9694,10303,T4,1650000,265.11,Porto,6223.83
9695,10304,T4,2250000,269.45,Porto,8350.34
9696,10305,T4,2100000,250.77,Porto,8374.21
9697,10306,T1,620000,75.22,Faro,8242.49
9698,10307,T2,330000,90.43,Faro,3649.23
9699,10308,T2,905000,111.43,Faro,8121.69
9700,10309,T1,165000,70.0,Aveiro,2357.14
9701,10310,T2,920000,142.0,Lisboa,6478.87
9702,10311,T2,605115,100.72,Lisboa,6007.89
9703,10312,T2,589050,89.67,Lisboa,6569.09
9704,10313,T3,1100000,136.18,Faro,8077.54
9705,10314,T2,955000,119.47,Faro,7993.64
9706,10316,T1,250000,60.0,Porto,4166.67
9707,10317,T3,1055000,143.0,Lisboa,7377.62
9708,10318,T0,195000,34.0,Porto,5735.29
9709,10319,T3,822000,145.0,Lisboa,5668.97
9710,10320,T2,774000,98.61,Lisboa,7849.1
9711,10321,T2,243100,102.0,Porto,2383.33
9712,10322,T3,195000,108.0,Santarém,1805.56
9713,10323,T3,198000,145.0,Santarém,1365.52
9714,10324,T3,310000,125.0,Porto,2480.0
9715,10325,T3,425000,153.0,Porto,2777.78
9716,10326,T3,225000,140.0,Porto,1607.14
9717,10327,T2,205000,80.0,Porto,2562.5
9718,10329,T2,227500,87.9,Castelo Branco,2588.17
9719,10330,T2,315000,102.0,Porto,3088.24
9720,10331,T1,398000,74.0,Lisboa,5378.38
9721,10333,T3,789000,123.0,Lisboa,6414.63
9722,10334,T1,339000,65.0,Lisboa,5215.38
9723,10335,T1,199000,47.0,Setúbal,4234.04
9724,10336,T1,295900,52.0,Lisboa,5690.38
9725,10337,T3,852083,138.86,Lisboa,6136.27
9726,10338,T2,272000,77.7,Porto,3500.64
9727,10339,T1,165000,62.85,Castelo Branco,2625.3
9728,10340,T3,298000,81.0,Porto,3679.01
9729,10341,T3,465000,127.4,Aveiro,3649.92
9730,10342,T3,775000,123.61,Lisboa,6269.72
9731,10343,T1,319900,37.5,Lisboa,8530.67
9732,10344,T2,230000,103.0,Porto,2233.01
9733,10345,T3,280000,97.3,Aveiro,2877.7
9734,10346,T4,560000,184.0,Braga,3043.48
9735,10347,T2,210000,158.0,Santarém,1329.11
9736,10348,T3,435000,135.84,Lisboa,3202.3
9737,10349,T3,220000,132.9,Aveiro,1655.38
9738,10350,T3,445000,129.0,Setúbal,3449.61
9739,10351,T3,490000,158.0,Setúbal,3101.27
9740,10352,T1,139000,33.0,Braga,4212.12
9741,10353,T2,460000,105.0,Porto,4380.95
9742,10354,T3,435000,118.0,Aveiro,3686.44
9743,10355,T2,190000,100.75,Aveiro,1885.86
9744,10356,T2,450000,82.0,Porto,5487.8
9745,10357,T2,199900,66.0,Setúbal,3028.79
9746,10358,T2,179500,86.0,Lisboa,2087.21
9747,10359,T1,220000,58.0,Porto,3793.1
9748,10360,T3,220000,132.9,Aveiro,1655.38
9749,10361,T3,220000,132.9,Aveiro,1655.38
9750,10362,T3,320000,133.0,Porto,2406.02
9751,10363,T5,1750000,265.0,Lisboa,6603.77
9752,10364,T4,2015000,347.92,Lisboa,5791.56
9753,10365,T3,235000,117.0,Porto,2008.55
9754,10366,T3,995000,165.55,Lisboa,6010.27
9755,10367,T3,585000,100.0,Faro,5850.0
9756,10368,T2,279800,93.61,Lisboa,2989.0
9757,10369,T1,150000,60.75,Aveiro,2469.14
9758,10370,T2,815000,147.87,Lisboa,5511.6
9759,10371,T1,580000,105.01,Lisboa,5523.28
9760,10372,T3,598000,108.0,Lisboa,5537.04
9761,10373,T2,660000,105.0,Lisboa,6285.71
9762,10374,T1,579800,83.0,Porto,6985.54
9763,10375,T2,588000,74.0,Porto,7945.95
9764,10376,T0,508250,49.0,Porto,10372.45
9765,10377,T0,508800,66.0,Porto,7709.09
9766,10378,T1,548000,78.0,Porto,7025.64
9767,10379,T1,608000,131.0,Porto,4641.22
9768,10380,T2,159500,73.0,Faro,2184.93
9769,10381,T2,340000,307.0,Aveiro,1107.49
9770,10382,T3,325000,104.0,Setúbal,3125.0
9771,10383,T2,1050000,159.25,Faro,6593.41
9772,10384,T2,465500,115.0,Porto,4047.83
9773,10385,T2,371500,76.0,Porto,4888.16
9774,10386,T3,515000,130.0,Porto,3961.54
9775,10387,T1,260000,84.34,Faro,3082.76
9776,10388,T2,404280,121.65,Aveiro,3323.3
9777,10389,T2,419640,126.45,Aveiro,3318.62
9778,10390,T3,496280,150.4,Aveiro,3299.73
9779,10391,T1,172500,55.48,Braga,3109.23
9780,10392,T3,140000,172.0,Santarém,813.95
9781,10393,T3,280000,131.0,Aveiro,2137.4
9782,10394,T2,450000,131.0,Ilha da Madeira,3435.11
9783,10395,T2,390000,91.0,Ilha da Madeira,4285.71
9784,10396,T2,279800,93.0,Lisboa,3008.6
9785,10397,T2,295000,98.0,Setúbal,3010.2
9786,10398,T3,253000,121.0,Porto,2090.91
9787,10399,T3,399900,134.0,Porto,2984.33
9788,10400,T4,1950000,237.6,Lisboa,8207.07
9789,10402,T2,550000,79.0,Lisboa,6962.03
9790,10404,T2,165000,100.75,Aveiro,1637.72
9791,10405,T2,665500,115.0,Porto,5786.96
9792,10406,T2,275000,100.0,Porto,2750.0
9793,10407,T3,367500,113.85,Porto,3227.93
9794,10408,T0,135000,42.0,Porto,3214.29
9795,10409,T2,206000,82.0,Porto,2512.2
9796,10410,T2,530000,90.0,Lisboa,5888.89
9797,10411,T2,388800,121.5,Aveiro,3200.0
9798,10412,T2,355600,96.0,Porto,3704.17
9799,10413,T3,195000,140.0,Coimbra,1392.86
9800,10414,T2,285000,86.0,Porto,3313.95
9801,10415,T3,260000,220.95,Viana do Castelo,1176.74
9802,10416,T3,650000,120.0,Lisboa,5416.67
9803,10417,T4,757000,163.5,Porto,4629.97
9804,10418,T2,320000,103.0,Lisboa,3106.8
9805,10419,T2,465000,112.0,Ilha da Madeira,4151.79
9806,10420,T2,498000,102.0,Lisboa,4882.35
9807,10421,T2,345000,111.0,Porto,3108.11
9808,10422,T3,269000,100.0,Faro,2690.0
9809,10423,T1,280000,64.85,Porto,4317.66
9810,10424,T4,2450000,207.76,Lisboa,11792.45
9811,10425,T3,600000,148.2,Aveiro,4048.58
9812,10426,T3,600000,139.05,Aveiro,4314.99
9813,10427,T2,780000,109.66,Lisboa,7112.89
9814,10428,T2,790000,109.67,Lisboa,7203.43
9815,10430,T2,185000,87.0,Faro,2126.44
9816,10431,T2,104000,90.0,Coimbra,1155.56
9817,10432,T3,415000,144.8,Aveiro,2866.02
9818,10433,T2,805000,109.67,Lisboa,7340.2
9819,10434,T3,545000,128.7,Porto,4234.65
9820,10435,T3,400000,144.5,Aveiro,2768.17
9821,10436,T1,215000,58.3,Porto,3687.82
9822,10437,T2,150000,74.0,Viana do Castelo,2027.03
9823,10438,T3,350000,120.0,Braga,2916.67
9824,10439,T3,535000,145.0,Porto,3689.66
9825,10440,T3,650000,140.47,Porto,4627.32
9826,10441,T2,360000,88.12,Porto,4085.34
9827,10442,T2,165000,84.0,Setúbal,1964.29
9828,10443,T2,189000,51.0,Lisboa,3705.88
9829,10444,T2,205000,82.0,Setúbal,2500.0
9830,10447,T3,1095000,127.0,Lisboa,8622.05
9831,10448,T1,530000,80.0,Lisboa,6625.0
9832,10449,T3,1150000,146.0,Lisboa,7876.71
9833,10451,T3,525000,167.0,Ilha da Madeira,3143.71
9834,10452,T3,565000,133.0,Ilha da Madeira,4248.12
9835,10453,T2,294000,100.0,Porto,2940.0
9836,10454,T3,393000,144.5,Porto,2719.72
9837,10455,T2,345000,117.5,Porto,2936.17
9838,10456,T2,331500,117.5,Porto,2821.28
9839,10457,T2,355000,117.5,Porto,3021.28
9840,10458,T3,342000,108.0,Porto,3166.67
9841,10459,T2,350000,116.0,Porto,3017.24
9842,10460,T3,410000,144.5,Porto,2837.37
9843,10461,T3,398000,144.5,Porto,2754.33
9844,10462,T2,330000,117.5,Porto,2808.51
9845,10463,T2,338000,116.0,Porto,2913.79
9846,10464,T2,340000,117.5,Porto,2893.62
9847,10465,T3,388000,144.5,Porto,2685.12
9848,10466,T0,190000,31.0,Porto,6129.03
9849,10467,T1,375000,50.0,Porto,7500.0
9850,10468,T0,275000,38.0,Porto,7236.84
9851,10469,T0,210000,40.8,Porto,5147.06
9852,10470,T3,900000,112.0,Lisboa,8035.71
9853,10471,T3,306000,119.0,Porto,2571.43
9854,10473,T2,635000,74.25,Faro,8552.19
9855,10474,T1,305000,55.0,Porto,5545.45
9856,10475,T1,235000,59.0,Faro,3983.05
9857,10477,T1,269500,48.0,Faro,5614.58
9858,10478,T0,249000,40.0,Porto,6225.0
9859,10479,T3,1100000,139.0,Faro,7913.67
9860,10480,T1,165000,50.0,Castelo Branco,3300.0
9861,10481,T2,220000,83.0,Castelo Branco,2650.6
9862,10482,T4,710000,188.1,Porto,3774.59
9863,10483,T1,595000,81.0,Faro,7345.68
9864,10484,T2,635000,94.0,Faro,6755.32
9865,10485,T3,300000,90.0,Setúbal,3333.33
9866,10486,T2,139000,100.0,Setúbal,1390.0
9867,10487,T2,850000,103.0,Lisboa,8252.43
9868,10488,T2,185000,112.9,Aveiro,1638.62
9869,10489,T3,220000,132.9,Aveiro,1655.38
9870,10490,T3,279800,120.0,Faro,2331.67
9871,10491,T1,850000,123.1,Lisboa,6904.96
9872,10492,T3,210000,102.0,Aveiro,2058.82
9873,10493,T1,150000,60.75,Aveiro,2469.14
9874,10494,T2,190000,100.75,Aveiro,1885.86
9875,10495,T2,190000,100.75,Aveiro,1885.86
9876,10496,T1,179900,43.75,Lisboa,4112.0
9877,10497,T3,2200000,162.0,Lisboa,13580.25
9878,10498,T3,2100000,162.0,Lisboa,12962.96
9879,10499,T3,220000,132.9,Aveiro,1655.38
9880,10500,T4,3300000,244.05,Lisboa,13521.82
9881,10501,T2,245000,86.0,Faro,2848.84
9882,10502,T3,285000,115.0,Faro,2478.26
9883,10503,T3,220000,132.9,Aveiro,1655.38
9884,10504,T3,3000000,196.0,Lisboa,15306.12
9885,10505,T3,567500,139.0,Porto,4082.73
9886,10506,T4,3000000,244.05,Lisboa,12292.56
9887,10507,T2,198000,78.0,Setúbal,2538.46
9888,10508,T1,242520,70.0,Faro,3464.57
9889,10509,T1,235920,70.0,Faro,3370.29
9890,10510,T1,225920,65.0,Faro,3475.69
9891,10511,T4,3400000,244.05,Lisboa,13931.57
9892,10512,T0,260000,38.0,Porto,6842.11
9893,10513,T0,280000,54.0,Porto,5185.19
9894,10514,T3,1900000,129.0,Lisboa,14728.68
9895,10515,T2,293240,92.5,Faro,3170.16
9896,10516,T2,292600,102.0,Faro,2868.63
9897,10517,T2,286640,103.0,Faro,2782.91
9898,10518,T2,281360,103.0,Faro,2731.65
9899,10519,T2,278720,103.0,Faro,2706.02
9900,10520,T2,260240,85.0,Faro,3061.65
9901,10521,T3,220000,150.0,Braga,1466.67
9902,10522,T1,295000,55.0,Porto,5363.64
9903,10523,T2,475000,141.0,Faro,3368.79
9904,10524,T3,128000,106.0,Beja,1207.55
9905,10528,T3,163000,90.0,Leiria,1811.11
9906,10529,T2,270000,80.0,Braga,3375.0
9907,10530,T2,435000,101.0,Porto,4306.93
9908,10531,T1,350000,50.0,Lisboa,7000.0
9909,10532,T2,189000,69.0,Lisboa,2739.13
9910,10533,T2,285000,118.0,Faro,2415.25
9911,10534,T2,393000,113.0,Faro,3477.88
9912,10536,T2,398700,118.0,Faro,3378.81
9913,10537,T1,190000,55.0,Faro,3454.55
9914,10538,T3,287500,90.21,Faro,3187.01
9915,10539,T3,299000,102.0,Lisboa,2931.37
9916,10540,T3,195000,115.0,Santarém,1695.65
9917,10541,T3,376000,116.0,Porto,3241.38
9918,10542,T3,749000,150.0,Lisboa,4993.33
9919,10543,T4,330000,109.0,Porto,3027.52
9920,10544,T2,220000,100.0,Porto,2200.0
9921,10546,T4,1400000,284.0,Lisboa,4929.58
9922,10547,T3,1500000,149.3,Lisboa,10046.89
9923,10548,T1,550000,84.0,Lisboa,6547.62
9924,10549,T5,1690000,306.0,Lisboa,5522.88
9925,10550,T2,187500,50.0,Setúbal,3750.0
9926,10551,T3,950000,185.1,Aveiro,5132.36
9927,10552,T2,1195000,120.0,Lisboa,9958.33
9928,10553,T3,355000,112.0,Braga,3169.64
9929,10554,T3,340000,112.0,Braga,3035.71
9930,10555,T3,320000,133.0,Porto,2406.02
9931,10556,T2,430000,141.9,Aveiro,3030.3
9932,10557,T3,650000,171.75,Aveiro,3784.57
9933,10558,T4,950000,245.2,Aveiro,3874.39
9934,10559,T2,445000,139.1,Aveiro,3199.14
9935,10560,T2,480000,140.1,Aveiro,3426.12
9936,10561,T2,450000,147.0,Aveiro,3061.22
9937,10562,T3,690000,169.7,Aveiro,4066.0
9938,10563,T3,325000,112.0,Braga,2901.79
9939,10564,T3,540000,128.32,Porto,4208.23
9940,10565,T3,640000,147.64,Porto,4334.87
9941,10566,T2,375000,84.06,Porto,4461.1
9942,10567,T2,335000,84.03,Porto,3986.67
9943,10568,T2,310000,81.42,Porto,3807.42
9944,10569,T2,355000,84.03,Porto,4224.68
9945,10570,T2,425000,83.62,Porto,5082.52
9946,10571,T3,640000,145.06,Porto,4411.97
9947,10572,T3,620000,145.06,Porto,4274.09
9948,10573,T3,660000,147.13,Porto,4485.83
9949,10574,T4,715000,168.41,Porto,4245.59
9950,10575,T3,640000,147.13,Porto,4349.89
9951,10576,T3,480000,125.87,Porto,3813.46
9952,10577,T3,505000,127.48,Porto,3961.41
9953,10578,T3,590000,140.44,Porto,4201.08
9954,10579,T3,500000,128.31,Porto,3896.81
9955,10580,T3,610000,140.44,Porto,4343.49
9956,10581,T3,760000,130.0,Porto,5846.15
9957,10582,T3,520000,125.87,Porto,4131.25
9958,10583,T3,520000,128.31,Porto,4052.68
9959,10584,T3,545000,127.48,Porto,4275.18
9960,10585,T3,500000,125.87,Porto,3972.35
9961,10586,T3,590000,140.44,Porto,4201.08
9962,10587,T3,735000,130.0,Porto,5653.85
9963,10588,T3,500000,128.31,Porto,3896.81
9964,10589,T3,610000,140.44,Porto,4343.49
9965,10590,T3,525000,127.48,Porto,4118.29
9966,10591,T3,630000,140.44,Porto,4485.9
9967,10592,T3,520000,128.31,Porto,4052.68
9968,10593,T3,525000,125.87,Porto,4170.97
9969,10594,T3,545000,127.48,Porto,4275.18
9970,10595,T3,540000,125.87,Porto,4290.14
9971,10596,T3,630000,140.47,Porto,4484.94
9972,10597,T3,540000,128.31,Porto,4208.56
9973,10598,T3,560000,125.86,Porto,4449.39
9974,10599,T4,935000,163.26,Porto,5727.06
9975,10600,T5,1220000,190.68,Porto,6398.15
9976,10601,T3,560000,128.32,Porto,4364.09
9977,10602,T4,885000,164.65,Porto,5375.04
9978,10603,T4,970000,158.99,Porto,6101.01
9979,10604,T2,330000,81.42,Porto,4053.06
9980,10605,T2,335000,85.31,Porto,3926.85
9981,10606,T2,355000,84.03,Porto,4224.68
9982,10607,T2,375000,84.03,Porto,4462.69
9983,10608,T3,310000,112.0,Braga,2767.86
9984,10609,T4,695000,168.41,Porto,4126.83
9985,10610,T3,505000,127.48,Porto,3961.41
9986,10611,T4,905000,164.65,Porto,5496.51
9987,10612,T4,950000,158.99,Porto,5975.22
9988,10613,T3,565000,127.48,Porto,4432.07
9989,10614,T2,340000,86.7,Porto,3921.57
9990,10615,T2,315000,75.2,Porto,4188.83
9991,10616,T2,395000,84.06,Porto,4699.02
9992,10617,T2,255000,90.0,Braga,2833.33
9993,10618,T2,300000,102.0,Braga,2941.18
9994,10619,T4,590000,96.0,Lisboa,6145.83
9995,10620,T3,900000,142.95,Porto,6295.91
9996,10621,T3,1000000,165.8,Porto,6031.36
9997,10622,T3,290000,137.0,Braga,2116.79
9998,10623,T1,199900,45.0,Porto,4442.22
9999,10624,T0,330000,33.0,Lisboa,10000.0
10000,10625,T1,380000,76.0,Lisboa,5000.0
10001,10626,T2,500000,63.0,Lisboa,7936.51
10002,10627,T3,260000,127.0,Porto,2047.24
10003,10628,T3,830000,115.48,Faro,7187.39
10004,10629,T3,205000,85.0,Setúbal,2411.76
10005,10630,T1,325000,41.0,Setúbal,7926.83
10006,10631,T3,530000,100.0,Lisboa,5300.0
10007,10632,T2,169000,56.2,Lisboa,3007.12
10008,10633,T3,299000,103.0,Setúbal,2902.91
10009,10634,T1,299000,59.6,Porto,5016.78
10010,10635,T5,2250000,561.0,Porto,4010.7
10011,10636,T4,2350000,213.0,Lisboa,11032.86
10012,10637,T1,315000,55.0,Porto,5727.27
10013,10638,T3,323000,140.0,Lisboa,2307.14
10014,10639,T1,275000,55.0,Porto,5000.0
10015,10640,T2,267000,56.38,Setúbal,4735.72
10016,10641,T4,1900000,241.0,Lisboa,7883.82
10017,10642,T2,179900,119.0,Porto,1511.76
10018,10643,T2,235000,90.0,Porto,2611.11
10019,10644,T3,289000,98.0,Faro,2948.98
10020,10645,T2,445000,70.0,Lisboa,6357.14
10021,10646,T2,155000,104.0,Porto,1490.38
10022,10647,T2,252500,100.0,Setúbal,2525.0
10023,10648,T2,390000,40.0,Lisboa,9750.0
10024,10650,T3,241900,120.0,Porto,2015.83
10025,10651,T2,288000,178.0,Setúbal,1617.98
